Gasday;SLPsyn H-Gas;SLPana H-Gas;SLPsyn L-Gas;SLPana L-Gas;RLMmT H-Gas;RLMmT L-Gas;RLMoT H-Gas;RLMoT L-Gas;State
17/11/2022;854,923,656;167,245,392;157,380,648;45,003,024;1,154,508,480;159,738,384;76,460,541;2,692,828;final
16/11/2022;843,342,120;166,481,568;150,674,040;53,789,880;1,138,313,376;157,708,008;68,651,791;833,603;final
15/11/2022;851,879,856;155,183,712;154,063,776;48,020,400;1,135,902,432;154,111,992;63,597,802;803,778;final
14/11/2022;923,502,600;152,842,176;171,334,536;45,799,032;1,229,151,264;164,982,144;74,543,262;864,214;final
13/11/2022;895,268,280;146,835,816;156,805,536;43,279,296;967,974,456;135,675,888;73,744,530;2,369,417;final
12/11/2022;815,392,704;131,550,768;141,918,984;39,949,896;951,804,312;133,120,776;64,724,035;5,518,890;final
11/11/2022;731,901,456;117,659,328;120,979,392;37,116,168;1,041,627,696;155,266,296;69,549,533;3,305,368;final
10/11/2022;650,580,456;115,663,440;110,780,904;37,430,880;1,021,360,416;158,253,720;58,269,833;765,324;final
09/11/2022;603,999,984;122,967,312;103,379,208;39,635,136;1,018,524,000;155,421,912;55,218,705;783,636;final
08/11/2022;640,134,744;128,265,024;106,176,888;41,267,568;1,020,884,976;150,207,792;56,722,027;770,722;final
07/11/2022;719,948,736;132,943,680;122,753,640;42,549,960;1,022,854,152;150,085,320;55,111,013;1,624,607;final
06/11/2022;827,504,616;132,787,008;141,143,880;39,236,832;884,337,792;130,185,696;51,437,157;2,119,538;final
05/11/2022;789,545,592;122,653,656;135,749,016;36,370,032;911,381,616;128,907,648;53,894,270;2,162,432;final
04/11/2022;692,847,720;107,202,696;118,724,472;31,365,648;1,118,366,496;152,684,136;58,500,225;2,018,032;final
03/11/2022;621,136,800;92,108,856;103,984,800;25,074,576;1,100,119,632;153,550,608;58,466,458;2,890,303;final
02/11/2022;561,706,776;83,489,376;97,182,216;22,968,144;1,053,921,552;150,249,240;61,098,389;4,753,926;final
01/11/2022;441,624,888;72,265,968;78,789,480;20,102,784;866,807,664;124,882,320;50,160,704;4,915,432;final
31/10/2022;396,200,616;71,217,168;73,527,072;18,377,664;957,466,320;115,785,240;53,026,861;5,723,714;final
30/10/2022;341,731,656;66,764,280;65,227,032;17,747,280;859,674,624;106,952,424;50,588,248;5,611,884;final
29/10/2022;341,222,325;73,937,150;64,863,250;22,195,625;847,776,550;112,937,000;49,647,508;5,926,551;final
28/10/2022;349,116,888;77,077,392;63,974,664;24,320,376;934,383,648;129,813,288;47,173,988;9,945,502;final
27/10/2022;412,346,712;84,535,896;78,209,616;27,088,536;999,871,152;140,612,088;53,203,670;10,162,599;final
26/10/2022;439,779,672;85,998,720;84,596,328;25,719,024;1,105,977,072;146,950,008;59,772,757;10,513,405;final
25/10/2022;420,737,136;86,085,768;84,541,368;26,842,896;1,146,197,544;148,986,984;58,013,992;8,559,890;final
24/10/2022;374,285,712;77,182,704;74,429,376;26,545,008;999,835,224;143,227,320;47,255,166;4,796,183;final
23/10/2022;401,768,568;83,872,656;79,687,224;27,662,952;806,775,024;117,698,640;47,388,449;4,618,656;final
22/10/2022;418,338,648;90,224,424;81,271,512;31,885,968;884,074,056;121,162,152;51,923,949;2,250,885;final
21/10/2022;448,938,216;87,720,648;88,862,016;30,461,352;1,112,552,328;137,399,808;62,363,281;11,023,289;final
20/10/2022;518,651,880;86,933,880;103,467,408;25,104,312;1,057,640,568;153,577,944;63,672,974;2,766,420;final
19/10/2022;461,135,904;82,726,896;96,076,224;22,750,464;1,169,389,920;153,475,968;57,361,657;6,445,712;final
18/10/2022;345,100,872;75,687,576;73,318,752;24,246,840;1,123,372,872;140,701,464;55,093,057;9,255,728;final
17/10/2022;323,059,776;75,457,944;67,078,944;25,073,040;1,027,664,112;133,175,688;53,824,583;3,289,173;final
16/10/2022;372,596,136;83,641,440;79,294,992;29,228,160;755,591,976;111,361,728;48,820,417;2,235,199;final
15/10/2022;409,356,888;91,646,688;83,272,896;32,085,504;732,984,192;115,909,152;50,818,202;2,248,898;final
14/10/2022;503,574,168;97,316,064;100,082,424;35,622,312;1,054,768,176;138,842,232;55,156,928;8,503,665;final
13/10/2022;573,378,912;99,340,560;116,937,936;35,468,688;1,148,754,072;144,674,376;56,878,664;13,120,123;final
12/10/2022;590,522,304;100,787,520;120,550,752;30,798,480;1,137,220,656;151,238,352;57,479,289;7,072,557;final
11/10/2022;572,422,272;96,298,176;115,135,728;32,587,152;1,140,244,080;151,076,520;56,575,738;6,140,198;final
10/10/2022;536,717,472;91,038,576;105,985,968;29,636,112;947,105,520;147,517,176;52,883,561;2,403,929;final
09/10/2022;553,880,496;86,205,528;104,940,024;28,607,784;767,407,056;125,756,952;50,351,717;2,297,828;final
08/10/2022;483,022,296;84,009,480;94,266,024;26,695,992;757,641,528;124,447,248;50,200,755;3,432,665;final
07/10/2022;445,426,224;84,118,176;83,600,736;25,295,928;864,575,328;141,473,544;51,629,908;2,410,248;final
06/10/2022;412,871,256;86,435,376;74,127,552;28,564,944;896,503,512;145,118,784;49,252,826;2,312,002;final
05/10/2022;415,538,160;90,117,432;70,158,912;29,066,448;854,543,760;140,203,008;47,046,462;2,231,146;final
04/10/2022;514,980,048;95,582,616;87,219,408;28,703,184;923,399,736;141,191,712;51,015,751;2,473,919;final
03/10/2022;507,929,016;98,423,664;90,642,432;31,127,232;789,991,800;115,176,528;44,038,934;1,051,930;final
02/10/2022;499,360,896;98,489,640;90,032,544;33,324,648;712,468,752;111,970,032;39,733,603;844,954;final
01/10/2022;574,196,832;110,035,824;97,994,328;35,952,552;738,648,048;120,737,568;47,371,312;848,302;final
30/09/2022;670,173,552;109,296,456;124,468,920;37,924,944;938,707,608;145,604,928;53,552,566;3,080,683;final
29/09/2022;710,622,288;105,420,672;136,431,072;35,882,544;1,104,867,864;151,164,432;67,818,213;5,777,721;final
28/09/2022;673,666,344;97,018,392;129,182,832;32,250,672;1,106,904,840;151,960,296;66,188,062;3,920,112;final
27/09/2022;599,219,904;88,296,696;115,877,400;26,705,856;1,038,833,976;151,780,752;58,443,149;1,040,440;final
26/09/2022;521,804,544;82,899,912;98,854,464;25,329,624;919,003,800;144,261,120;50,021,188;1,108,257;final
25/09/2022;471,686,544;79,504,848;86,595,432;24,631,176;762,757,368;116,908,032;52,818,889;2,366,133;final
24/09/2022;464,019,960;82,848,048;82,725,624;25,528,560;751,223,016;116,916,936;55,728,468;2,343,552;final
23/09/2022;509,801,184;84,314,424;88,061,112;26,499,360;1,005,774,936;139,176,096;60,557,861;6,095,986;final
22/09/2022;558,169,440;84,296,400;97,781,928;25,799,640;1,046,703,216;146,277,240;58,516,726;5,148,972;final
21/09/2022;566,572,464;84,490,200;98,921,904;24,552,288;1,100,150,088;145,158,816;58,918,731;4,830,658;final
20/09/2022;564,642,744;79,558,224;98,628,864;23,751,384;1,105,660,224;144,924,480;58,946,255;5,962,615;final
19/09/2022;549,000,048;64,317,192;97,322,448;18,389,376;927,851,496;141,317,832;55,507,358;1,187,039;final
18/09/2022;522,664,752;57,224,328;94,689,480;16,905,432;726,318,144;117,444,672;44,632,406;908,524;final
17/09/2022;440,055,624;46,980,840;82,398,744;15,000,696;702,244,416;108,895,416;42,736,207;884,666;final
16/09/2022;340,592,688;44,549,976;69,295,656;13,009,560;818,034,840;130,596,648;45,562,008;2,632,680;final
15/09/2022;256,010,496;40,650,864;53,977,344;10,556,592;847,233,576;130,937,856;47,420,861;6,427,908;final
14/09/2022;223,620,912;39,656,928;46,327,344;10,812,408;945,728,232;130,916,448;52,793,211;10,609,857;final
13/09/2022;224,190,192;38,750,952;42,129,768;10,832,760;913,442,544;128,344,872;53,300,675;8,786,386;final
12/09/2022;245,493,696;38,446,680;44,166,168;10,382,616;909,542,256;127,876,464;51,176,006;9,605,285;final
11/09/2022;251,189,112;37,534,776;45,805,896;9,710,976;728,987,688;106,263,216;50,766,914;2,462,050;final
10/09/2022;241,532,688;36,616,128;44,841,288;9,405,192;695,254,944;102,753,768;49,268,697;2,093,396;final
09/09/2022;208,976,568;33,408,624;40,044,840;8,800,680;811,827,384;123,037,512;46,663,567;5,383,612;final
08/09/2022;183,768,312;32,372,592;34,436,160;8,402,496;861,697,632;128,872,368;43,799,995;6,733,108;final
07/09/2022;155,656,992;31,563,360;28,595,280;8,182,440;918,913,632;126,013,704;43,142,146;8,321,001;final
06/09/2022;156,817,248;32,486,952;28,122,072;8,798,952;858,405,600;122,288,424;41,616,183;8,894,093;final
05/09/2022;162,283,560;32,026,896;28,506,864;8,773,848;806,043,024;121,203,816;34,301,982;7,846,073;final
04/09/2022;177,125,592;33,345,720;30,114,408;8,820,552;644,698,584;99,245,136;33,601,797;1,809,701;final
03/09/2022;197,143,392;34,139,304;33,281,808;9,199,560;613,770,600;96,362,304;32,686,473;1,674,829;final
02/09/2022;194,580,048;33,849,456;33,393,192;9,134,376;799,603,488;116,346,912;33,478,400;5,604,100;final
01/09/2022;191,563,848;33,178,080;34,485,936;8,915,904;953,438,304;121,632,000;35,593,441;9,697,382;final
31/08/2022;180,714,192;33,542,640;36,186,240;9,165,600;964,105,872;126,244,416;35,311,583;9,624,853;final
30/08/2022;171,152,016;33,872,616;35,428,704;9,196,968;917,813,136;123,906,192;33,813,881;10,711,848;final
29/08/2022;171,621,000;32,040,048;36,667,296;8,724,672;919,237,584;123,912,216;32,910,851;9,703,184;final
28/08/2022;156,712,560;29,323,896;32,483,832;8,072,688;640,162,104;101,578,368;31,026,345;6,749,475;final
27/08/2022;138,235,464;28,029,144;27,321,000;7,738,536;692,111,928;98,520,384;32,596,772;9,767,442;final
26/08/2022;126,495,384;27,994,392;24,472,296;7,776,576;922,301,352;121,443,264;33,565,346;11,027,947;final
25/08/2022;126,575,520;28,127,544;23,895,240;7,895,952;931,750,440;123,082,944;32,594,011;4,265,933;final
24/08/2022;135,069,984;28,603,464;25,080,912;8,151,744;961,946,784;123,344,592;32,594,067;5,307,062;final
23/08/2022;145,985,952;28,762,824;27,508,320;8,554,464;953,451,264;125,668,992;32,904,543;1,020,834;final
22/08/2022;154,096,848;28,914,216;29,678,400;8,159,232;970,282,824;124,169,232;32,552,858;740,123;final
21/08/2022;150,398,136;27,686,688;29,799,000;8,074,776;722,367,768;101,878,248;31,280,213;703,796;final
20/08/2022;143,793,192;26,943,192;28,735,056;8,488,608;631,849,176;100,812,744;32,778,493;810,000;final
19/08/2022;133,637,304;26,609,280;27,148,896;8,087,160;897,381,840;121,139,040;32,997,831;782,230;final
18/08/2022;127,383,696;25,936,656;26,304,960;7,855,200;965,287,248;128,651,880;33,790,574;6,846,065;final
17/08/2022;121,255,656;25,703,904;24,656,904;7,845,528;973,413,528;123,588,432;32,891,098;8,406,192;final
16/08/2022;120,614,112;25,837,320;23,347,632;7,578,792;942,332,256;125,638,632;33,140,988;6,555,610;final
15/08/2022;121,907,712;26,685,792;23,246,352;7,855,656;843,779,904;123,050,064;33,245,824;2,367,169;final
14/08/2022;117,693,336;26,625,240;22,495,128;7,782,504;603,253,032;99,014,568;28,622,610;706,583;final
13/08/2022;119,575,968;27,279,984;22,768,512;8,008,608;632,013,504;97,259,328;31,580,704;729,328;final
12/08/2022;126,465,480;28,583,256;24,434,280;8,391,840;778,126,080;122,214,264;32,064,452;753,469;final
11/08/2022;129,668,136;29,293,584;25,830,240;8,663,160;818,580,360;126,734,160;32,395,996;2,864,567;final
10/08/2022;137,983,464;30,210,816;28,127,424;8,753,256;794,818,992;125,586,600;31,764,622;756,520;final
09/08/2022;148,399,440;29,900,952;31,073,832;9,237,168;781,613,208;124,118,832;30,673,552;2,166,891;final
08/08/2022;159,780,360;30,242,688;34,377,384;9,132,960;773,384,280;122,727,888;31,945,838;1,301,576;final
07/08/2022;155,215,272;28,526,520;34,483,464;8,731,104;636,816,648;99,754,248;28,545,881;773,235;final
06/08/2022;140,486,928;27,491,856;31,352,496;8,123,304;629,672,256;98,891,208;30,153,710;928,606;final
05/08/2022;119,493,864;27,386,976;26,353,464;7,935,192;763,474,440;116,263,560;30,590,251;947,814;final
04/08/2022;111,033,768;27,747,720;23,031,744;8,285,112;862,475,208;112,631,736;30,511,082;4,187,011;final
03/08/2022;119,750,808;28,444,296;24,259,056;8,725,656;844,908,864;112,312,584;30,736,979;4,014,680;final
02/08/2022;135,199,896;29,120,544;27,761,448;8,487,000;818,573,304;115,465,320;31,449,155;839,481;final
01/08/2022;141,471,024;30,045,792;30,309,120;8,594,256;876,869,136;114,498,624;32,941,932;3,790,487;final
31/07/2022;139,396,824;30,456,384;29,903,544;8,941,968;649,181,328;98,351,376;30,467,069;1,902,218;final
30/07/2022;147,813,504;31,735,776;30,920,328;9,244,584;647,552,016;99,312,168;33,572,074;1,600,173;final
29/07/2022;156,543,720;31,782,240;33,935,880;9,611,472;858,154,512;116,094,480;33,793,919;881,427;final
28/07/2022;161,457,000;31,272,552;35,707,104;8,985,720;894,924,360;120,284,112;33,320,730;3,059,763;final
27/07/2022;157,140,816;30,287,448;35,304,120;8,313,192;933,576,816;121,195,392;34,526,677;3,902,812;final
26/07/2022;136,239,456;28,644,888;30,327,504;8,315,592;954,507,888;118,172,856;34,526,115;4,474,647;final
25/07/2022;122,155,776;28,328,544;27,180,360;9,137,352;817,688,928;115,097,304;33,302,160;767,875;final
24/07/2022;129,110,208;29,483,880;28,527,624;9,272,424;707,388,936;96,471,144;30,860,563;745,891;final
23/07/2022;133,660,824;30,250,296;30,070,344;8,734,824;735,216,312;98,450,160;33,612,719;2,480,231;final
22/07/2022;124,532,976;28,489,176;28,252,896;7,883,472;969,965,112;115,980,288;33,969,230;6,739,607;final
21/07/2022;117,129,216;28,433,520;25,826,184;7,895,568;1,023,281,328;117,996,936;34,280,796;11,665,840;final
20/07/2022;109,414,296;28,337,760;21,906,840;8,590,824;931,152,672;116,308,488;33,814,137;7,729,123;final
19/07/2022;117,299,424;30,992,448;23,010,024;9,260,736;929,205,120;117,862,320;38,547,280;6,173,662;final
18/07/2022;140,327,832;33,969,360;29,213,976;9,865,656;998,520,000;121,410,048;35,551,270;5,723,299;final
17/07/2022;166,699,320;35,509,944;35,367,072;9,921,360;738,650,040;107,450,016;33,773,991;3,584,514;final
16/07/2022;170,658,600;34,060,080;38,786,280;9,607,032;670,538,304;107,779,632;34,050,511;3,123,577;final
15/07/2022;162,656,472;35,233,224;36,072,432;9,240,936;869,998,032;128,108,712;35,849,397;4,722,797;final
14/07/2022;145,043,136;35,025,720;31,744,824;9,720,648;901,351,824;131,730,360;32,787,907;932,393;final
13/07/2022;143,723,544;35,716,800;29,246,784;10,495,368;943,097,760;131,820,552;31,440,452;3,197,348;final
12/07/2022;167,042,280;38,332,968;32,653,392;10,872,408;974,379,816;132,041,280;32,919,907;10,354,796;final
11/07/2022;201,885,192;38,274,792;41,740,896;9,890,400;1,007,428,752;134,755,704;34,092,379;11,853,321;final
10/07/2022;212,152,536;40,390,344;44,163,936;10,516,032;722,796,960;114,291,408;30,854,994;5,488,509;final
09/07/2022;196,101,408;39,143,664;41,890,872;11,052,408;695,823,576;112,123,800;29,559,975;4,907,692;final
08/07/2022;204,132,312;36,857,232;42,546,984;10,594,272;846,862,392;137,251,848;34,666,601;7,100,832;final
07/07/2022;202,145,568;35,351,640;45,012,912;9,733,272;886,148,208;142,351,344;35,058,319;5,814,938;final
06/07/2022;182,634,336;33,107,160;41,138,928;9,599,496;892,062,384;138,724,272;38,251,104;7,432,778;final
05/07/2022;163,331,328;32,188,320;37,509,792;9,150,384;923,801,976;138,328,272;31,956,949;8,518,626;final
04/07/2022;158,623,440;33,528,624;34,759,968;9,410,352;915,107,520;133,874,928;33,180,742;8,739,251;final
03/07/2022;148,894,584;34,358,544;32,740,176;10,032,288;718,633,704;109,308,696;28,985,420;5,605,609;final
02/07/2022;158,062,056;33,218,592;32,780,664;9,302,760;714,679,368;110,911,512;30,402,192;5,613,665;final
01/07/2022;163,849,896;33,588,816;33,610,824;9,531,048;912,524,136;134,363,472;33,375,741;7,836,605;final
30/06/2022;139,373,184;31,893,192;30,121,056;10,075,656;1,005,890,280;136,720,536;31,921,475;8,213,090;final
29/06/2022;155,796,960;33,467,424;33,722,616;10,489,968;1,030,458,984;147,583,464;32,674,654;10,656,980;final
28/06/2022;152,399,664;31,535,736;34,433,880;9,669,936;982,766,496;142,493,040;36,841,190;8,886,180;final
27/06/2022;143,695,272;31,293,600;32,453,352;8,903,112;1,001,711,976;142,482,720;31,981,446;9,981,309;final
26/06/2022;135,229,968;31,265,472;29,623,512;9,054,168;763,539,168;115,244,424;29,718,979;5,599,520;final
25/06/2022;134,967,888;31,956,192;28,788,528;9,030,720;713,359,608;112,722,192;31,091,618;4,019,709;final
24/06/2022;144,809,664;33,763,536;31,393,512;10,008,696;938,497,296;134,625,768;33,427,217;4,374,396;final
23/06/2022;144,204,672;36,015,120;31,939,176;10,854,384;981,271,200;137,549,304;30,907,137;6,289,110;final
22/06/2022;164,619,528;37,997,712;38,619,120;11,565,672;1,069,963,536;142,791,216;38,453,737;8,358,854;final
21/06/2022;172,190,400;36,637,464;40,443,360;10,278,672;1,036,721,160;144,527,904;36,811,820;7,238,867;final
20/06/2022;159,950,160;34,911,504;40,529,736;9,075,192;997,689,168;145,757,616;39,086,156;9,106,646;final
19/06/2022;129,780,432;33,843,600;31,728,024;9,535,464;735,719,280;115,574,880;32,053,295;2,558,602;final
18/06/2022;123,938,160;34,698,120;26,137,008;10,289,904;686,705,592;111,570,072;31,571,168;2,095,059;final
17/06/2022;155,319,336;36,732,312;35,367,672;11,220,792;833,291,856;130,877,520;36,107,801;3,612,835;final
16/06/2022;173,330,712;40,380,264;41,278,392;13,056,144;842,908,080;129,048,432;37,609,224;2,766,894;final
15/06/2022;186,957,672;40,963,608;44,191,464;13,252,512;1,035,992,616;144,818,928;38,345,474;3,553,482;final
14/06/2022;218,760,480;42,040,032;51,809,784;12,214,488;1,094,196,408;151,571,712;41,014,878;2,375,542;final
13/06/2022;211,138,200;41,502,720;50,288,760;11,796,384;1,007,404,632;151,237,584;40,343,788;2,319,036;final
12/06/2022;178,688,352;40,254,792;42,715,464;13,463,208;780,353,520;120,930,096;38,311,118;2,262,611;final
11/06/2022;190,679,112;43,623,432;42,782,568;15,611,928;765,190,968;118,037,952;38,952,810;2,821,336;final
10/06/2022;227,831,832;42,730,752;50,284,680;14,894,952;970,361,976;141,934,152;40,520,910;2,405,417;final
09/06/2022;252,392,640;45,658,008;55,180,776;14,461,608;1,048,292,040;152,591,232;40,425,024;2,436,425;final
08/06/2022;231,176,400;42,720,816;54,330,696;14,203,848;1,064,724,408;150,874,944;39,874,233;4,412,242;final
07/06/2022;215,847,144;42,304,272;50,701,008;13,351,152;1,049,328,720;148,306,440;39,754,941;3,405,469;final
06/06/2022;186,663,984;42,360,960;44,689,128;14,032,272;772,950,024;109,716,480;35,805,148;2,319,237;final
05/06/2022;177,989,160;46,537,704;41,488,800;15,784,032;720,388,152;100,076,808;37,006,647;2,244,457;final
04/06/2022;199,219,272;53,696,688;46,407,912;18,794,232;781,346,448;111,643,368;41,115,246;2,379,658;final
03/06/2022;244,805,112;56,635,824;58,699,272;22,054,368;1,009,160,160;139,103,664;42,513,378;2,421,859;final
02/06/2022;323,304,024;63,709,512;75,806,088;23,506,728;1,112,641,752;158,242,224;43,600,803;4,120,456;final
01/06/2022;371,029,800;70,495,488;84,327,864;25,253,448;1,143,489,408;164,177,544;47,326,529;5,093,241;final
31/05/2022;421,654,128;72,920,160;96,411,024;24,697,896;1,139,473,728;172,668,480;51,964,461;9,960,332;final
30/05/2022;495,143,592;71,701,536;110,547,864;20,468,688;1,155,832,032;175,965,888;53,580,613;10,132,994;final
29/05/2022;459,617,616;65,307,096;102,588,408;19,119,936;883,306,464;143,176,728;52,516,750;5,157,660;final
28/05/2022;368,847,600;59,280,960;83,483,424;16,641,120;802,481,616;136,282,080;46,970,763;4,011,655;final
27/05/2022;294,566,664;56,178,504;68,484,792;16,707,912;854,131,152;139,072,848;46,860,410;3,961,647;final
26/05/2022;263,022,264;49,811,304;58,372,632;16,546,752;803,246,160;126,470,640;45,825,991;3,716,944;final
25/05/2022;266,851,992;46,799,160;63,442,056;13,900,368;952,514,520;152,947,104;47,163,068;6,141,790;final
24/05/2022;247,401,768;46,788,384;60,216,792;14,681,112;1,062,639,120;165,684,864;47,017,186;7,914,581;final
23/05/2022;221,272,032;47,362,344;55,016,976;14,894,016;1,001,096,784;156,043,824;46,313,767;4,109,514;final
22/05/2022;226,872,504;44,625,216;56,094,624;12,764,976;835,359,336;130,092,120;47,279,856;965,080;final
21/05/2022;199,333,920;41,393,112;52,771,608;12,008,280;781,338,528;131,115,936;40,936,123;1,015,188;final
20/05/2022;156,461,184;39,635,856;41,828,976;11,840,400;943,568,952;153,815,352;40,718,916;992,222;final
19/05/2022;153,871,176;43,944,240;33,048,912;13,083,648;1,060,441,800;161,043,696;43,106,061;1,109,897;final
18/05/2022;173,954,472;47,311,800;35,654,016;13,117,416;1,064,661,360;159,225,576;40,089,061;858,467;final
17/05/2022;214,929,840;51,585,576;47,979,528;15,185,856;1,115,052,576;165,399,792;41,169,694;994,944;final
16/05/2022;215,441,592;51,729,432;49,203,144;15,784,656;1,039,688,352;164,096,208;44,623,597;1,016,845;final
15/05/2022;228,698,760;54,940,968;52,704,408;17,317,272;831,572,136;129,763,944;38,339,324;965,825;final
14/05/2022;244,822,440;53,677,488;58,197,072;15,761,688;839,214,600;132,504,888;40,996,490;1,001,031;final
13/05/2022;246,224,640;52,971,840;61,389,960;14,334,480;974,305,848;161,760,600;45,458,562;1,094,809;final
12/05/2022;217,427,040;53,617,344;55,534,968;15,154,992;1,036,254,816;165,307,440;45,999,959;1,070,608;final
11/05/2022;201,213,096;57,228,120;47,674,344;18,165,624;991,500,840;162,881,496;45,791,009;920,264;final
10/05/2022;235,379,064;67,547,784;52,230,552;21,598,176;1,051,605,960;164,051,808;41,561,452;967,000;final
09/05/2022;306,272,040;73,373,040;71,022,408;21,867,048;1,108,380,984;166,042,248;47,221,715;6,039,851;final
08/05/2022;358,680,696;78,537,600;86,413,368;23,467,176;904,206,840;143,088,480;44,307,105;1,423,225;final
07/05/2022;356,530,560;78,681,144;81,139,656;26,043,984;864,750,576;135,379,224;44,302,004;909,303;final
06/05/2022;395,656,704;85,194,144;90,777,096;29,127,792;1,138,251,408;165,274,104;48,872,245;2,893,237;final
05/05/2022;457,469,544;88,825,464;110,212,968;29,997,648;1,210,493,448;176,122,272;48,338,343;2,471,383;final
04/05/2022;482,532,168;94,962,552;121,753,320;32,139,672;1,234,101,264;179,534,568;50,065,908;3,755,669;final
03/05/2022;507,371,808;110,929,656;123,469,848;37,246,728;1,212,805,368;177,856,872;50,999,336;1,379,566;final
02/05/2022;542,745,624;110,927,184;131,947,320;38,183,640;1,145,664,768;176,240,904;53,652,509;1,620,366;final
01/05/2022;581,240,664;107,315,376;144,476,352;37,481,304;924,975,000;139,381,488;53,074,356;2,133,307;final
30/04/2022;582,864,768;107,803,416;148,310,040;36,234,744;948,142,248;149,439,936;52,153,574;1,027,637;final
29/04/2022;575,754,312;118,016,376;143,628,888;38,380,152;1,135,911,840;184,599,024;54,736,573;3,346,914;final
28/04/2022;601,511,232;131,236,224;142,453,608;42,708,288;1,189,081,200;195,165,792;59,404,296;1,635,186;final
27/04/2022;651,253,320;129,272,880;147,021,456;40,277,136;1,291,557,744;195,364,440;59,517,061;4,379,992;final
26/04/2022;687,361,440;130,917,744;149,285,472;32,572,896;1,342,501,344;199,423,200;63,140,864;8,604,471;final
25/04/2022;659,051,256;129,541,272;143,173,128;32,655,648;1,305,025,440;197,034,384;67,946,774;7,987,453;final
24/04/2022;597,463,872;125,307,576;124,742,520;34,533,576;958,649,640;154,491,000;55,534,482;4,828,902;final
23/04/2022;525,523,416;123,656,664;113,527,008;34,053,600;897,003,624;148,533,216;52,932,096;4,066,877;final
22/04/2022;605,091,792;127,612,632;131,631,984;32,673,792;1,074,727,416;179,779,464;63,904,749;5,006,467;final
21/04/2022;672,583,176;128,566,920;141,871,560;33,204,792;1,200,715,248;189,723,240;64,492,165;7,774,063;final
20/04/2022;710,714,352;128,653,992;145,943,376;35,112,288;1,234,674,216;191,593,656;62,302,543;3,403,198;final
19/04/2022;718,079,040;145,427,088;143,517,120;36,977,688;1,203,443,832;186,157,464;57,611,478;3,040,341;final
18/04/2022;705,741,408;149,904,912;145,642,080;39,249,312;990,512,232;141,538,032;52,606,503;1,455,616;final
17/04/2022;718,311,168;145,141,680;154,303,320;40,106,376;921,268,848;134,974,440;51,747,938;987,316;final
16/04/2022;636,382,560;127,584,432;146,807,208;34,190,352;967,345,752;147,437,376;60,492,364;1,035,052;final
15/04/2022;506,904,816;118,724,856;123,995,736;33,587,616;990,789,072;151,746,720;65,280,650;3,915,359;final
14/04/2022;442,083,048;123,163,944;101,982,024;38,100,912;1,138,714,680;170,418,024;58,188,021;6,649,982;final
13/04/2022;518,966,376;146,121,216;112,318,776;53,191,104;1,232,730,696;180,560,064;65,897,858;6,108,086;final
12/04/2022;740,509,560;189,344,808;158,801,088;66,764,136;1,209,891,600;188,323,824;72,622,647;1,249,846;final
11/04/2022;1,004,188,656;207,316,680;226,979,352;71,190,816;1,333,220,112;210,640,752;82,468,056;6,440,824;final
10/04/2022;1,085,501,040;206,576,304;254,217,312;71,712,672;1,184,565,144;193,032,816;76,490,549;5,370,961;final
09/04/2022;998,696,520;192,169,080;243,133,656;67,241,808;1,146,575,904;191,467,992;70,019,810;4,370,473;final
08/04/2022;897,243,240;189,754,728;225,046,992;68,938,776;1,327,416,768;218,227,344;80,018,255;6,145,382;final
07/04/2022;813,772,920;196,261,704;204,834,744;70,198,584;1,269,153,552;223,713,120;66,032,781;4,969,298;final
06/04/2022;870,791,664;217,724,352;207,068,208;84,073,104;1,241,975,520;218,558,856;69,599,606;2,334,685;final
05/04/2022;1,126,881,168;221,885,136;252,084,648;78,807,024;1,371,255,840;224,447,784;85,110,186;4,363,423;final
04/04/2022;1,379,400,720;248,072,376;306,159,984;89,841,096;1,397,452,992;241,996,680;79,432,461;1,813,418;final
03/04/2022;1,442,395,632;255,810,264;322,442,184;91,453,680;1,287,982,320;198,992,592;82,246,071;1,306,201;final
02/04/2022;1,375,120,416;229,551,192;310,202,496;72,887,832;1,343,439,144;204,673,032;90,044,511;1,352,399;final
01/04/2022;1,249,863,072;201,292,344;302,012,568;56,435,544;1,463,695,992;241,525,488;83,185,787;4,573,375;final
31/03/2022;1,024,936,440;179,171,784;268,410,576;50,451,312;1,481,403,072;228,501,624;82,718,595;3,212,303;final
30/03/2022;874,279,944;164,445,072;232,764,360;44,527,152;1,514,481,168;209,748,432;82,014,601;6,043,749;final
29/03/2022;702,097,728;149,896,800;185,236,128;42,082,104;1,442,280,792;201,039,648;75,281,681;8,418,082;final
28/03/2022;662,688,960;141,924,816;172,188,888;42,432,504;1,324,367,280;195,144,888;70,306,683;6,133,535;final
27/03/2022;676,324,992;143,501,112;168,342,672;46,464,192;1,103,791,872;165,783,744;71,133,322;1,346,068;final
26/03/2022;681,529,537;143,238,733;161,803,666;45,259,561;1,036,852,075;157,417,198;65,434,072;1,048,753;final
25/03/2022;739,701,240;153,309,864;169,557,480;48,190,416;1,288,944,888;196,914,048;72,003,613;4,838,677;final
24/03/2022;760,923,072;160,463,496;169,187,304;48,827,520;1,431,032,208;213,792,168;79,089,234;6,623,968;final
23/03/2022;798,448,056;168,727,776;173,318,808;52,268,760;1,438,273,344;211,331,760;79,840,091;6,492,778;final
22/03/2022;864,306,264;187,305,288;182,851,056;64,014,120;1,482,416,640;207,943,488;78,492,283;6,558,115;final
