Gasday;SLPsyn H-Gas;SLPana H-Gas;SLPsyn L-Gas;SLPana L-Gas;RLMmT H-Gas;RLMmT L-Gas;RLMoT H-Gas;RLMoT L-Gas;State
04/03/2024;858,385,944;185,839,224;126,599,136;51,600,912;1,481,670,096;150,303,336;70,154,744;10,524,815;final
03/03/2024;823,472,856;191,715,936;122,381,664;51,880,488;1,168,060,584;117,308,808;63,750,765;6,036,585;final
02/03/2024;893,580,240;201,420,504;132,036,168;57,456,216;1,184,764,296;119,940,456;65,778,048;5,542,270;final
01/03/2024;999,926,160;216,431,712;148,713,744;60,383,256;1,404,215,736;143,427,768;78,698,618;6,788,798;final
29/02/2024;1,038,970,128;220,429,272;156,812,304;63,094,272;1,487,417,808;151,455,144;75,130,045;7,071,303;final
28/02/2024;1,110,081,120;225,408,288;176,571,312;67,349,160;1,627,284,456;164,866,680;88,209,801;8,530,397;final
27/02/2024;1,119,287,256;217,246,848;180,654,528;64,244,880;1,648,726,200;166,397,928;87,748,369;12,112,063;final
26/02/2024;1,116,595,944;216,825,120;173,000,592;63,178,440;1,479,421,920;161,698,344;75,889,442;7,249,296;final
25/02/2024;1,095,552,600;216,826,824;166,983,624;62,038,704;1,274,503,056;129,361,608;72,823,476;5,530,185;final
24/02/2024;1,049,292,984;204,784,296;158,878,464;61,141,992;1,263,944,112;134,249,256;73,105,164;6,258,144;final
23/02/2024;954,487,560;197,469,312;145,060,128;57,325,104;1,459,535,472;159,098,616;72,070,702;6,906,989;final
22/02/2024;830,615,616;188,600,136;126,315,552;52,695,888;1,346,984,280;154,045,656;64,792,903;5,598,340;final
21/02/2024;889,529,616;193,788,432;132,582,792;54,702,048;1,350,160,560;146,902,344;63,722,352;6,014,763;final
20/02/2024;900,032,064;195,573,024;137,212,200;54,039,552;1,433,809,488;149,528,712;65,369,617;6,451,492;final
19/02/2024;856,385,832;190,573,752;131,454,048;50,827,752;1,399,277,280;148,161,168;67,587,121;7,101,675;final
18/02/2024;810,858,168;178,015,104;123,378,456;50,962,824;1,129,446,432;122,490,936;56,766,952;4,380,694;final
17/02/2024;753,361,128;173,403,312;119,079,168;52,744,416;1,192,092,864;117,713,472;65,170,844;6,098,806;final
16/02/2024;720,387,624;180,470,808;106,824,264;50,464,896;1,222,254,168;130,502,280;61,835,696;6,002,261;final
15/02/2024;822,098,304;199,290,720;118,521,792;51,831,792;1,337,430,648;141,016,440;65,922,385;3,933,793;final
14/02/2024;986,914,632;214,359,672;146,064,072;54,878,856;1,397,272,320;150,212,448;78,101,480;1,344,585;final
13/02/2024;1,095,821,472;226,113,504;165,803,568;57,681,624;1,464,725,832;162,894,096;86,173,447;1,813,219;final
12/02/2024;1,011,568,728;213,139,536;153,763,536;56,460,000;1,499,282,784;154,466,424;84,452,267;2,340,999;final
11/02/2024;895,418,064;208,287,624;138,762,264;58,883,040;1,198,572,360;125,953,176;78,129,856;949,337;final
10/02/2024;858,287,712;218,640,912;138,170,496;62,964,552;1,153,291,584;122,860,008;67,798,687;991,951;final
09/02/2024;966,549,120;235,772,040;164,565,192;59,170,944;1,348,067,712;149,810,472;87,437,627;1,439,536;final
08/02/2024;1,071,600,024;236,454,048;186,154,224;66,588,240;1,596,899,736;171,550,632;94,008,128;8,585,781;final
07/02/2024;989,521,440;217,170,144;155,992,944;61,718,208;1,614,019,344;171,913,632;83,668,437;10,031,805;final
06/02/2024;901,979,544;203,983,464;130,362,576;56,867,328;1,367,226,480;154,241,280;60,713,536;6,154,876;final
05/02/2024;908,544,744;206,242,680;136,309,584;58,053,048;1,368,410,496;153,735,336;66,065,626;6,689,422;final
04/02/2024;917,259,888;213,864,336;136,930,560;59,173,896;1,099,872,216;129,319,176;66,842,694;3,782,926;final
03/02/2024;981,409,488;223,836,648;144,036,840;60,686,328;1,122,696,912;130,477,512;67,517,759;4,493,976;final
02/02/2024;1,141,184,784;239,044,656;165,284,256;65,974,104;1,372,787,736;157,902,552;76,390,699;7,227,750;final
01/02/2024;1,152,429,624;239,394,936;170,305,776;66,547,560;1,482,827,928;164,743,056;88,555,956;9,778,781;final
31/01/2024;1,161,989,880;242,875,008;166,061,016;67,979,424;1,505,466,888;165,484,848;82,485,693;9,629,282;final
30/01/2024;1,184,817,864;251,274,072;161,444,688;64,558,704;1,521,681,312;160,952,808;82,437,583;9,295,265;final
29/01/2024;1,269,329,640;253,840,560;175,150,704;65,065,848;1,580,665,632;162,467,592;90,853,680;10,180,195;final
28/01/2024;1,296,514,152;258,451,200;187,013,784;69,928,824;1,345,222,152;142,063,704;85,435,144;5,682,769;final
27/01/2024;1,202,725,296;251,686,944;179,857,056;71,838,072;1,373,152,536;145,387,272;88,127,487;5,458,123;final
26/01/2024;1,011,115,344;235,564,536;155,175,696;69,739,872;1,445,070,960;158,727,144;80,921,729;6,854,429;final
25/01/2024;1,003,636,368;246,855,936;154,853,616;68,894,448;1,551,118,464;168,468,192;89,525,575;9,338,736;final
24/01/2024;997,590,960;245,227,320;148,276,128;69,834,360;1,426,340,784;163,395,408;77,698,112;4,959,488;final
23/01/2024;1,220,613,648;287,164,032;171,302,232;78,064,992;1,524,325,704;170,059,392;84,612,367;4,052,507;final
22/01/2024;1,374,793,464;311,434,872;190,799,808;83,513,040;1,561,015,704;169,452,288;82,054,884;4,911,088;final
21/01/2024;1,622,333,064;339,096,768;233,089,416;95,005,992;1,515,708,432;162,460,968;92,258,079;3,529,800;final
20/01/2024;1,703,593,128;337,169,616;250,769,448;99,859,824;1,681,559,232;174,745,032;98,085,867;6,691,253;final
19/01/2024;1,705,900,248;345,724,584;252,020,040;101,927,592;1,913,009,376;197,372,976;97,344,278;9,807,058;final
18/01/2024;1,648,028,736;354,883,896;252,500,904;102,982,032;1,959,781,536;203,123,352;111,649,540;10,265,617;final
17/01/2024;1,645,494,432;351,331,056;250,444,056;101,650,968;1,975,088,952;214,857,840;117,604,148;12,312,072;final
16/01/2024;1,677,224,136;339,304,248;241,467,648;98,279,880;2,007,301,368;203,712,792;106,688,601;12,445,858;final
15/01/2024;1,612,515,720;328,642,224;230,652,792;92,078,184;1,934,697,336;199,360,176;103,586,038;12,543,617;final
14/01/2024;1,559,241,072;328,933,872;220,510,128;92,936,664;1,623,066,768;168,144,792;89,675,567;9,251,502;final
13/01/2024;1,613,499,960;347,335,680;231,859,536;98,246,088;1,633,101,672;165,984,336;91,736,648;9,886,383;final
12/01/2024;1,752,364,200;364,395,336;260,293,536;103,523,928;1,982,460,672;192,913,392;110,084,124;13,195,622;final
11/01/2024;1,858,829,952;376,360,248;283,483,008;105,699,216;2,119,510,824;208,339,824;117,349,966;13,783,843;final
10/01/2024;1,882,824,936;376,535,304;288,520,632;103,856,520;2,156,480,184;219,068,280;118,291,309;14,570,344;final
09/01/2024;1,848,076,416;353,656,992;281,687,328;100,467,816;2,084,834,496;211,294,128;120,398,545;14,133,302;final
08/01/2024;1,724,523,816;325,045,200;261,912,888;88,973,952;1,944,225,552;203,106,024;120,912,836;12,440,076;final
07/01/2024;1,467,246,432;293,353,176;230,363,232;78,286,488;1,513,549,416;165,128,112;113,070,326;8,049,553;final
06/01/2024;1,234,742,928;264,090,912;195,655,128;63,415,152;1,357,401,816;150,140,736;107,114,312;7,115,450;final
05/01/2024;1,137,224,736;239,169,456;181,312,392;61,968,408;1,430,149,272;160,921,416;105,340,716;4,436,663;final
04/01/2024;1,012,787,808;220,325,016;159,897,552;59,200,560;1,436,838,216;160,201,080;96,610,717;4,453,087;final
03/01/2024;914,235,240;212,202,552;139,055,832;56,624,688;1,195,093,272;151,280,280;79,924,221;5,381,188;final
02/01/2024;982,419,168;218,006,880;142,168,800;55,381,968;1,206,640,776;138,591,648;81,829,150;8,889,984;final
01/01/2024;1,003,394,928;214,103,088;150,125,280;56,005,488;989,993,616;112,916,136;69,047,289;5,122,179;final
31/12/2023;980,649,816;209,454,240;147,270,168;55,491,864;914,127,480;102,368,064;67,772,921;4,577,781;final
30/12/2023;947,282,400;207,461,712;149,589,936;55,574,352;953,963,976;108,867,072;73,456,833;5,451,914;final
29/12/2023;923,891,424;213,975,960;143,305,728;55,071,168;964,083,216;111,717,528;65,345,021;4,399,199;final
28/12/2023;968,616,696;208,472,904;145,024,248;53,816,016;992,005,104;112,815,720;67,280,994;4,716,823;final
27/12/2023;988,240,536;208,897,992;151,299,072;55,931,856;1,094,442,504;118,990,272;83,270,797;6,527,117;final
26/12/2023;861,396,552;206,567,160;133,005,480;54,747,600;954,811,920;108,112,104;68,998,573;4,843,420;final
25/12/2023;827,614,512;214,784,280;125,021,592;54,932,448;896,689,944;99,250,848;64,620,460;4,084,620;final
24/12/2023;910,532,712;227,087,664;136,113,552;59,350,440;884,285,208;98,875,056;67,594,481;4,047,623;final
23/12/2023;1,050,876,072;242,378,256;162,261,576;63,575,904;1,027,323,552;114,391,560;84,756,855;7,552,252;final
22/12/2023;1,106,695,416;244,981,608;168,578,832;65,557,632;1,161,674,904;136,907,352;80,933,723;5,050,396;final
21/12/2023;1,088,244,600;230,855,808;157,808,928;62,546,160;1,228,907,616;146,473,344;79,160,166;3,192,059;final
20/12/2023;1,193,842,560;244,718,568;163,483,128;64,596,528;1,369,328,832;152,246,040;82,985,677;4,055,694;final
19/12/2023;1,202,348,640;235,416,384;159,582,816;62,679,384;1,447,263,312;162,659,328;91,106,612;4,171,087;final
18/12/2023;1,196,379,024;230,430,696;162,729,408;62,595,240;1,504,304,832;164,282,544;86,143,322;4,548,955;final
17/12/2023;1,133,441,232;230,359,200;154,333,080;61,955,184;1,250,965,248;136,469,616;75,911,307;939,802;final
16/12/2023;1,132,349,328;238,836,960;160,402,008;64,993,440;1,236,380,400;134,982,600;75,997,813;1,025,165;final
15/12/2023;1,169,657,688;241,221,240;172,323,240;61,361,496;1,479,021,144;156,980,400;96,416,633;4,407,599;final
14/12/2023;1,140,755,112;246,422,064;178,413,288;64,748,760;1,671,644,784;171,918,240;102,432,521;8,568,677;final
13/12/2023;1,006,465,032;237,694,320;157,250,496;62,861,040;1,564,825,824;163,643,784;96,179,223;9,016,626;final
12/12/2023;979,083,240;234,150,744;153,627,384;62,961,648;1,566,427,320;162,362,424;86,802,645;9,147,299;final
11/12/2023;990,358,848;238,248,408;150,049,896;64,371,528;1,443,164,424;163,612,752;85,055,786;9,609,187;final
10/12/2023;1,088,613,408;267,990,768;157,382,664;66,569,568;1,215,219,600;138,733,008;73,052,540;4,139,609;final
09/12/2023;1,239,325,680;293,493,504;179,439,048;72,417,648;1,257,851,904;143,664,552;92,457,000;2,670,143;final
08/12/2023;1,466,023,920;313,153,728;212,146,248;78,619,392;1,678,996,344;178,401,144;114,741,970;9,520,041;final
07/12/2023;1,510,431,288;318,071,520;222,597,168;85,221,912;1,861,468,560;190,694,688;112,161,475;10,174,839;final
06/12/2023;1,483,268,472;325,598,592;220,491,408;85,365,432;1,924,467,360;192,477,312;114,746,973;11,896,548;final
05/12/2023;1,551,411,408;328,287,168;223,990,176;81,551,112;1,865,069,112;189,201,936;111,639,098;10,380,898;final
04/12/2023;1,693,520,136;330,746,688;238,440,840;85,389,528;1,917,994,656;192,826,272;121,320,580;11,210,120;final
03/12/2023;1,704,619,896;332,894,256;246,585,168;87,957,600;1,641,369,816;166,365,864;115,712,949;8,314,762;final
02/12/2023;1,679,940,072;328,504,392;252,481,632;89,516,976;1,728,483,912;171,794,064;114,539,036;10,303,451;final
01/12/2023;1,647,149,664;326,767,584;256,901,064;91,646,136;1,908,744,144;188,162,064;117,628,890;11,564,704;final
30/11/2023;1,639,583,136;325,368,768;252,405,408;85,793,376;1,951,668,168;190,292,856;119,629,083;12,610,162;final
29/11/2023;1,575,927,048;302,684,088;237,126,552;80,392,512;1,903,784,928;192,602,472;110,994,316;12,146,683;final
28/11/2023;1,502,461,704;290,400,576;229,599,144;74,094,912;1,832,696,856;189,936,072;111,673,663;12,928,976;final
27/11/2023;1,375,905,504;284,363,664;204,896,160;68,619,336;1,714,085,856;178,264,848;107,649,500;10,333,655;final
26/11/2023;1,323,685,464;272,198,520;192,102,960;67,257,000;1,434,587,928;145,732,896;105,997,027;8,141,475;final
25/11/2023;1,265,015,736;249,789,480;184,710,384;63,151,968;1,362,867,480;142,640,400;101,075,399;8,188,668;final
24/11/2023;1,150,092,864;246,473,904;168,460,992;60,168,528;1,454,203,536;161,148,456;96,038,359;8,980,550;final
23/11/2023;1,104,005,256;216,922,728;153,583,896;53,276,400;1,455,683,976;153,401,376;77,332,189;5,996,078;final
22/11/2023;1,173,240,864;219,061,392;176,308,776;62,199,504;1,609,766,712;166,420,848;95,848,729;7,296,725;final
21/11/2023;934,636,656;199,348,200;145,465,176;55,415,496;1,516,189,248;159,003,960;99,840,015;9,774,470;final
20/11/2023;845,745,696;195,900,720;128,553,912;52,929,936;1,356,576,072;151,517,520;87,050,234;7,612,114;final
19/11/2023;882,431,016;203,353,776;134,724,552;50,171,784;1,017,606,096;122,788,920;78,179,403;4,179,938;final
18/11/2023;1,073,499,600;217,078,440;163,758,360;55,163,712;1,163,156,760;133,901,952;89,811,510;2,633,085;final
17/11/2023;1,049,535,840;205,764,288;161,947,416;57,168,864;1,519,005,624;162,509,832;100,611,208;1,334,613;final
16/11/2023;883,591,272;188,507,160;138,792,672;53,900,568;1,505,243,832;159,498,216;98,938,606;1,241,346;final
15/11/2023;801,700,488;183,186,816;125,694,984;50,540,856;1,361,881,392;152,563,920;91,678,771;1,188,542;final
14/11/2023;777,251,256;181,502,472;124,189,584;47,178,048;1,252,494,120;152,003,496;77,082,190;1,185,391;final
13/11/2023;901,766,784;194,696,712;143,842,800;48,197,424;1,287,217,152;154,805,952;83,756,008;1,294,783;final
12/11/2023;1,009,639,248;193,632,360;152,005,128;51,511,368;1,171,976,088;132,070,176;87,198,730;1,061,608;final
11/11/2023;948,326,976;186,703,584;139,794,000;50,275,872;1,134,976,776;132,881,880;88,677,929;1,035,511;final
10/11/2023;882,273,864;177,814,464;130,877,784;46,552,392;1,275,111,936;147,474,000;85,403,447;1,123,907;final
09/11/2023;828,647,136;167,924,448;121,975,152;44,200,224;1,273,444,896;148,192,656;76,824,988;3,308,290;final
08/11/2023;810,474,672;163,744,776;120,808,008;43,970,232;1,250,973,480;146,774,184;77,754,063;5,802,197;final
07/11/2023;781,200,432;163,699,944;120,233,232;43,378,392;1,253,785,320;151,788,360;76,297,152;5,974,159;final
06/11/2023;740,189,400;155,898,144;116,888,808;41,276,616;1,191,671,328;145,857,672;70,162,959;3,399,676;final
05/11/2023;735,498,336;154,805,832;113,498,400;38,774,016;960,118,584;121,988,376;54,708,602;847,649;final
04/11/2023;763,309,392;150,895,344;113,370,216;40,133,952;951,475,320;121,124,088;56,491,090;953,655;final
03/11/2023;742,052,832;144,727,560;109,291,464;38,873,496;1,187,463,888;138,957,096;69,519,925;1,030,080;final
02/11/2023;634,388,760;136,670,664;94,442,664;34,704,264;1,110,652,032;138,455,736;59,485,832;894,084;final
01/11/2023;596,027,304;129,539,760;91,331,616;33,816,528;1,004,931,312;126,190,272;62,730,016;936,609;final
31/10/2023;594,613,416;130,998,600;96,700,200;37,437,384;1,106,459,328;127,062,912;63,848,912;848,268;final
30/10/2023;537,851,544;129,652,728;87,149,472;33,948,096;1,141,775,472;128,666,040;58,267,259;905,804;final
29/10/2023;567,033,600;130,072,800;92,602,848;34,210,344;901,241,160;111,316,224;47,721,296;646,528;final
28/10/2023;642,075,275;147,826,125;103,624,850;37,016,750;959,432,425;121,529,325;58,881,139;786,061;final
27/10/2023;648,608,304;137,104,032;104,954,016;37,522,488;1,172,297,184;138,621,480;63,614,829;2,611,335;final
26/10/2023;614,499,624;132,094,416;100,126,488;32,991,312;1,319,484,792;143,939,064;64,734,974;1,965,197;final
25/10/2023;613,002,336;129,995,784;95,061,984;33,420,936;1,286,840,160;144,764,088;64,136,461;3,140,474;final
24/10/2023;569,670,504;124,220,856;84,488,904;30,350,448;1,309,830,072;140,800,728;61,223,852;1,880,104;final
23/10/2023;550,272,696;125,144,376;82,863,576;30,072,408;1,305,111,264;138,673,128;60,588,615;1,781,744;final
22/10/2023;515,706,768;127,539,120;82,554,432;31,867,968;938,153,568;114,520,128;54,808,305;773,805;final
21/10/2023;493,821,384;127,105,608;82,568,184;29,270,016;901,067,304;112,129,416;50,256,267;754,429;final
20/10/2023;585,827,928;144,034,128;101,181,096;31,564,632;1,129,795,968;132,377,064;65,471,915;919,669;final
19/10/2023;643,821,360;140,797,992;100,855,152;29,559,096;1,191,866,760;136,777,824;64,167,296;958,318;final
18/10/2023;784,231,632;140,961,696;110,773,296;31,537,824;1,213,879,416;142,525,128;66,161,033;964,829;final
17/10/2023;812,723,544;121,720,608;114,341,424;27,120,456;1,343,916,912;145,723,488;66,699,332;1,030,970;final
16/10/2023;725,877,096;97,532,832;102,312,048;23,556,768;1,305,918,480;139,599,072;60,829,973;994,019;final
15/10/2023;540,822,168;79,724,328;84,743,616;17,753,088;951,689,208;111,682,536;49,810,730;683,254;final
14/10/2023;318,615,144;63,686,928;55,048,176;15,322,536;855,418,560;104,571,576;41,532,226;697,174;final
13/10/2023;245,600,496;56,330,424;39,947,856;11,290,464;942,800,256;110,195,400;41,335,138;3,303,972;final
12/10/2023;286,259,760;67,822,056;45,947,064;13,092,192;1,153,040,136;117,917,424;49,156,350;6,087,984;final
11/10/2023;254,161,224;64,183,464;37,919,736;12,371,592;982,657,800;119,445,648;38,991,267;4,881,328;final
10/10/2023;290,854,344;64,884,504;41,407,800;12,646,104;1,098,200,352;121,003,128;46,418,322;6,444,137;final
09/10/2023;321,523,104;65,846,832;46,783,368;12,607,896;1,212,736,512;120,719,472;49,618,025;7,679,700;final
08/10/2023;358,298,280;67,836,840;50,473,272;14,064,648;954,496,080;101,682,576;43,920,960;5,919,565;final
07/10/2023;334,967,544;60,491,040;41,968,896;13,235,400;842,426,088;101,245,824;38,687,321;3,944,769;final
06/10/2023;369,013,224;55,498,968;49,175,400;13,403,496;1,018,621,848;120,519,672;42,621,976;4,928,264;final
05/10/2023;358,734,672;52,177,320;48,911,736;13,878,360;1,150,369,176;125,381,064;46,438,837;7,062,633;final
04/10/2023;304,733,304;47,929,920;43,540,056;12,216,408;1,061,406,384;121,202,760;42,658,969;2,619,662;final
03/10/2023;229,739,832;45,293,592;34,954,896;10,838,352;828,302,136;99,249,552;37,372,842;585,269;final
02/10/2023;229,854,096;43,617,096;31,810,344;9,780,600;878,082,744;99,072,624;47,201,333;782,346;final
01/10/2023;251,511,288;43,642,728;36,217,080;10,889,784;778,099,152;93,293,352;44,149,092;694,295;final
30/09/2023;231,427,248;42,586,464;35,860,584;11,437,992;787,675,488;98,595,912;43,589,460;745,103;final
29/09/2023;197,499,600;39,775,272;30,597,024;10,449,912;900,839,544;114,680,928;41,879,143;3,885,939;final
28/09/2023;209,126,064;40,808,496;30,063,696;10,478,856;978,303,720;116,895,888;47,345,848;5,969,668;final
27/09/2023;238,171,824;44,472,720;33,082,056;11,086,176;1,010,693,064;117,870,936;46,099,472;5,020,093;final
26/09/2023;282,505,512;47,653,752;38,183,304;11,327,016;1,043,461,368;119,697,000;49,370,735;3,956,063;final
25/09/2023;331,500,672;50,278,512;43,625,904;11,811,312;1,021,127,160;121,245,456;38,051,393;851,458;final
24/09/2023;327,395,784;48,378,720;44,755,176;11,703,240;772,690,248;99,748,224;31,764,848;2,009,331;final
23/09/2023;280,624,632;42,114,720;40,421,928;10,795,056;771,743,712;101,247,576;33,807,877;3,338,044;final
22/09/2023;219,676,152;37,981,320;32,490,720;9,607,392;930,113,088;113,694,192;42,150,336;4,309,319;final
21/09/2023;177,564,288;34,638,864;26,301,432;8,209,512;944,327,472;117,009,360;42,319,063;6,056,518;final
20/09/2023;180,736,152;34,703,544;26,153,448;7,835,232;937,056,168;114,615,768;38,704,618;5,709,823;final
19/09/2023;180,723,168;34,934,784;26,816,304;8,698,704;908,388,744;113,509,992;38,872,648;4,756,576;final
18/09/2023;153,455,664;32,765,496;23,163,288;7,376,736;901,277,616;107,860,800;39,963,218;4,675,716;final
17/09/2023;157,909,872;34,576,032;24,801,552;7,109,352;753,724,464;88,254,480;40,931,296;1,866,660;final
16/09/2023;180,600,624;36,777,432;28,494,456;7,438,944;768,227,208;89,854,776;40,387,700;631,137;final
15/09/2023;207,038,760;38,766,336;33,984,192;8,400,384;923,062,704;107,339,304;42,830,245;3,220,140;final
14/09/2023;199,197,432;36,324,888;33,512,376;8,438,352;1,030,223,328;109,225,272;43,503,618;7,243,854;final
13/09/2023;160,800,888;33,877,272;25,970,832;8,105,424;986,997,288;107,949,408;44,160,454;6,133,758;final
12/09/2023;131,225,784;29,667,192;19,743,984;7,142,856;1,010,880,552;104,516,664;41,993,558;5,879,573;final
11/09/2023;126,157,368;28,394,832;18,429,288;6,446,304;1,002,785,016;98,767,344;42,703,575;4,778,979;final
10/09/2023;126,674,520;29,508,792;18,470,064;6,685,584;774,921,840;79,586,328;39,823,639;710,236;final
09/09/2023;128,305,152;30,018,864;18,080,784;6,739,728;758,317,728;81,398,592;40,174,427;566,340;final
08/09/2023;136,893,168;31,224,552;18,948,384;7,184,568;970,921,680;96,197,424;48,133,024;1,883,887;final
07/09/2023;141,684,624;31,146,024;19,248,696;7,483,824;951,281,352;98,364,840;46,511,733;735,865;final
06/09/2023;147,815,520;32,245,200;20,500,224;7,548,744;993,883,536;99,487,248;41,051,653;5,353,339;final
05/09/2023;156,658,008;35,265,240;22,927,248;7,768,080;976,294,104;100,555,632;42,596,426;4,638,056;final
04/09/2023;171,850,200;36,323,280;26,305,152;9,245,616;940,661,952;100,972,128;41,792,666;6,859,527;final
03/09/2023;178,801,608;37,487,568;27,959,904;9,872,280;747,529,872;84,224,064;41,526,529;4,997,724;final
02/09/2023;189,173,928;39,077,712;29,552,328;9,392,328;737,897,352;84,125,256;42,649,151;5,465,541;final
01/09/2023;230,406,936;40,903,440;34,607,376;10,417,272;927,156,840;102,237,192;42,052,661;6,036,623;final
31/08/2023;259,962,648;43,010,040;36,999,864;10,241,016;948,850,872;109,920,552;42,170,236;5,934,333;final
30/08/2023;252,649,704;39,709,728;34,642,776;9,719,928;1,002,673,392;112,053,480;44,418,488;7,161,393;final
29/08/2023;256,144,416;39,060,432;33,811,968;9,627,504;1,071,762,024;112,268,592;47,080,064;8,953,526;final
28/08/2023;215,155,872;36,188,400;30,698,304;9,115,080;1,055,140,680;108,716,904;46,082,178;8,741,160;final
27/08/2023;170,225,016;31,302,696;26,480,232;8,485,704;749,712,648;85,360,608;41,604,277;4,648,316;final
26/08/2023;136,879,728;28,421,880;22,716,504;7,815,432;731,929,872;82,609,896;42,168,598;5,319,195;final
25/08/2023;123,661,752;27,849,648;20,622,672;6,748,008;973,034,880;99,543,336;33,403,581;9,816,779;final
24/08/2023;122,880,984;27,930,360;20,453,880;6,511,224;1,019,094,432;103,795,848;29,362,812;9,647,307;final
23/08/2023;124,985,760;28,416,984;20,875,920;7,005,816;1,035,717,216;103,566,888;29,660,679;9,125,327;final
22/08/2023;119,994,432;28,276,800;19,933,656;7,254,096;1,028,889,216;103,192,008;28,984,991;7,814,050;final
21/08/2023;116,778,912;27,973,632;19,112,232;7,354,080;988,017,960;100,205,496;29,443,020;8,731,630;final
20/08/2023;112,761,576;27,714,984;18,223,752;7,163,016;741,882,504;82,139,616;24,872,454;5,121,835;final
19/08/2023;112,318,344;28,031,256;18,149,640;6,459,288;701,031,072;82,132,152;24,428,440;4,829,173;final
18/08/2023;124,418,568;29,045,184;20,242,296;7,199,424;861,325,680;100,938,840;27,767,393;6,302,611;final
17/08/2023;132,021,888;28,963,416;21,643,728;7,431,984;911,846,808;110,795,256;33,069,354;6,788,509;final
16/08/2023;126,836,400;28,803,552;20,839,800;7,359,120;933,598,848;109,159,848;33,305,940;6,134,760;final
15/08/2023;122,745,912;29,685,720;20,044,992;7,143,000;939,618,408;106,391,184;33,035,540;6,334,214;final
14/08/2023;126,361,176;29,706,312;20,304,192;7,432,704;904,860,456;102,717,432;26,984,839;6,651,316;final
13/08/2023;132,324,912;32,959,008;20,899,248;8,242,776;724,918,800;83,967,696;25,532,217;4,854,963;final
12/08/2023;137,082,792;35,158,296;21,262,824;8,176,848;699,603,408;84,290,856;25,998,352;4,702,856;final
11/08/2023;162,357,264;37,718,208;23,863,032;8,868,576;854,148,432;102,405,480;30,514,106;5,578,801;final
10/08/2023;207,143,520;41,949,408;30,833,400;11,197,104;983,707,296;109,058,088;30,330,119;7,493,624;final
09/08/2023;226,040,232;43,838,208;32,553,072;11,407,728;986,921,928;111,217,584;31,037,820;7,230,926;final
08/08/2023;240,054,192;42,690,456;32,961,048;11,167,248;892,476,264;110,040,144;28,830,913;4,872,594;final
07/08/2023;248,590,128;39,709,728;32,890,992;10,125,144;883,327,704;116,261,808;27,618,311;4,694,447;final
06/08/2023;222,440,784;37,960,152;30,311,064;9,944,880;721,144,488;86,385,648;25,062,553;3,497,821;final
05/08/2023;193,082,976;36,090,576;28,591,536;10,017,960;735,345,048;84,921,624;25,945,636;4,983,174;final
04/08/2023;189,165,888;36,046,800;27,774,288;9,539,424;897,213,264;98,720,976;32,526,610;7,508,587;final
03/08/2023;180,251,592;35,896,344;27,316,536;9,240,888;865,951,680;102,202,008;30,626,784;5,287,962;final
02/08/2023;178,457,328;35,760,504;26,794,248;9,134,064;859,024,248;99,006,048;31,545,847;4,698,443;final
01/08/2023;175,802,256;34,833,720;26,485,104;8,658,912;849,688,176;99,713,472;24,883,668;4,794,767;final
31/07/2023;162,088,632;34,021,008;26,090,208;8,124,000;821,501,856;99,158,928;23,925,242;4,761,346;final
30/07/2023;158,038,440;33,674,928;25,213,200;8,512,152;682,113,096;81,219,840;21,577,452;3,565,962;final
29/07/2023;155,787,048;34,510,752;24,559,728;8,317,056;680,687,568;80,665,344;23,025,953;4,608,788;final
28/07/2023;173,606,376;35,133,264;26,748,120;7,630,704;878,806,344;93,595,896;27,638,567;6,662,413;final
27/07/2023;211,478,472;36,799,248;32,733,312;8,865,240;902,628,912;101,451,000;32,664,878;4,377,759;final
26/07/2023;212,336,016;37,356,264;32,428,752;9,533,760;907,652,496;101,438,064;28,380,548;4,244,618;final
25/07/2023;177,833,376;34,982,808;28,606,176;9,183,816;950,081,400;101,128,320;25,949,540;5,044,961;final
24/07/2023;155,749,344;32,054,016;26,226,840;7,952,136;897,451,320;97,917,048;29,348,440;5,156,323;final
23/07/2023;159,335,664;31,963,464;26,422,608;7,153,416;685,031,784;82,761,096;22,813,622;4,063,568;final
22/07/2023;166,304,400;31,881,576;27,907,872;7,347,072;704,075,688;83,477,952;23,276,393;5,250,055;final
21/07/2023;164,794,248;32,455,296;28,045,104;7,449,960;968,057,568;99,472,248;26,165,121;6,187,742;final
20/07/2023;153,369,048;31,855,152;26,392,032;7,322,592;1,012,566,696;99,873,720;26,470,249;9,015,605;final
19/07/2023;143,906,472;30,704,640;24,643,536;7,109,160;1,009,340,736;100,963,488;27,717,226;9,171,749;final
18/07/2023;138,169,200;29,566,392;23,365,272;7,036,728;997,340,616;101,342,376;25,840,002;9,402,294;final
17/07/2023;132,228,432;29,423,400;22,545,864;7,138,752;922,128,624;98,132,592;26,607,674;7,730,641;final
16/07/2023;121,839,768;30,463,440;20,302,920;6,563,208;719,694,360;80,463,120;26,594,395;4,207,787;final
15/07/2023;116,516,280;29,303,880;19,893,768;6,017,400;670,822,344;78,973,632;20,644,308;3,571,694;final
14/07/2023;132,258,864;29,323,560;22,200,360;6,623,088;897,273,480;96,061,272;24,308,016;6,513,227;final
13/07/2023;135,163,008;30,698,856;23,135,232;7,390,296;981,658,920;108,459,672;25,578,119;9,002,210;final
12/07/2023;119,272,272;29,254,800;20,190,672;6,659,880;972,026,328;107,668,032;25,478,091;8,184,139;final
