latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,3600,Europe/Berlin,CET

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunshine_duration (s),wind_speed_10m_max (km/h)
2012-10-23,13.4,11.4,12.2,215.61,9.8
2012-10-24,12.4,10.0,11.2,1795.99,6.5
2012-10-25,11.3,7.2,9.9,1065.05,22.3
2012-10-26,6.8,2.2,4.3,30023.83,22.9
2012-10-27,5.1,2.1,3.2,0.00,16.7
2012-10-28,6.0,-0.9,2.4,29969.12,13.0
2012-10-29,5.7,-2.2,1.5,29417.36,15.3
2012-10-30,5.1,0.8,2.9,0.00,16.3
2012-10-31,8.8,0.2,4.7,2090.75,16.3
2012-11-01,7.2,3.1,5.5,0.00,22.0
2012-11-02,9.7,5.1,7.1,28847.94,20.4
2012-11-03,9.6,5.6,7.4,15271.74,23.6
2012-11-04,10.2,4.6,7.5,19963.19,16.5
2012-11-05,9.7,6.4,7.8,28248.11,22.3
2012-11-06,7.5,4.9,5.9,21279.06,24.0
2012-11-07,10.1,5.6,8.5,0.00,27.6
2012-11-08,9.6,7.4,8.5,0.00,22.7
2012-11-09,10.2,6.5,8.3,25970.96,18.4
2012-11-10,10.7,5.1,7.5,13416.56,16.4
2012-11-11,12.2,7.0,9.0,12109.61,13.4
2012-11-12,8.6,4.6,6.5,7358.24,16.6
2012-11-13,8.9,1.0,4.3,27088.58,8.6
2012-11-14,6.9,-1.6,1.9,26867.58,9.5
2012-11-15,0.8,-2.2,-0.5,3263.03,10.2
2012-11-16,3.2,-0.7,1.2,0.00,8.0
2012-11-17,4.8,-0.8,1.6,26098.79,12.8
2012-11-18,5.8,-1.2,3.0,0.00,10.0
2012-11-19,6.7,3.4,5.3,0.00,11.2
2012-11-20,7.6,1.4,4.8,17282.43,10.5
2012-11-21,8.8,4.4,6.7,16355.74,16.3
2012-11-22,9.1,0.8,5.2,16376.76,15.7
2012-11-23,5.8,-0.9,2.9,17121.25,13.7
2012-11-24,7.5,5.4,6.2,225.88,12.8
2012-11-25,11.7,5.2,7.9,2154.24,18.2
2012-11-26,8.4,3.4,6.4,19945.34,18.9
2012-11-27,9.3,4.0,7.4,2976.51,13.7
2012-11-28,6.8,3.4,5.4,0.00,13.3
2012-11-29,5.1,2.4,4.0,0.00,23.3
2012-11-30,3.3,-0.1,1.8,16499.85,21.5
2012-12-01,2.5,-1.6,0.7,15154.10,17.4
2012-12-02,1.6,-0.8,0.4,12398.80,12.8
2012-12-03,0.6,-0.8,-0.1,21350.60,17.4
2012-12-04,4.5,0.3,2.3,17358.09,19.8
2012-12-05,1.3,-4.8,-1.7,17190.16,23.3
2012-12-06,-0.7,-5.3,-2.4,15654.95,19.5
2012-12-07,-0.9,-6.0,-4.3,22038.75,11.5
2012-12-08,-3.2,-8.2,-5.7,429.93,10.6
2012-12-09,0.6,-5.1,-2.4,0.00,22.9
2012-12-10,0.7,-5.7,-1.1,533.75,15.7
2012-12-11,-1.7,-8.6,-3.8,0.00,20.1
2012-12-12,-4.1,-9.0,-6.4,21655.11,15.3
2012-12-13,-1.3,-5.5,-3.8,0.00,15.1
2012-12-14,-0.7,-6.9,-3.4,4308.63,21.4
2012-12-15,4.0,-0.7,2.2,0.00,20.9
2012-12-16,2.8,0.2,1.8,618.94,10.8
2012-12-17,3.8,-0.4,1.5,4064.23,7.8
2012-12-18,2.5,-0.2,1.2,1732.08,7.4
2012-12-19,1.5,1.0,1.2,0.00,8.0
2012-12-20,2.2,-1.0,1.0,0.00,16.8
2012-12-21,-1.3,-4.4,-2.8,21547.17,16.2
2012-12-22,-2.0,-3.6,-2.8,215.74,16.8
2012-12-23,5.1,-2.4,-0.1,0.00,21.3
2012-12-24,6.9,4.5,5.2,0.00,20.3
2012-12-25,11.4,5.7,8.2,6619.65,23.1
2012-12-26,7.5,4.2,6.1,18006.36,23.4
2012-12-27,7.6,3.8,5.7,17596.66,25.4
2012-12-28,3.4,-2.7,-0.5,21913.35,17.2
2012-12-29,8.1,0.8,5.0,910.27,19.2
2012-12-30,8.9,4.8,6.2,17936.64,24.8
2012-12-31,8.7,4.5,6.6,7934.39,25.0
2013-01-01,7.5,5.5,6.3,0.00,21.4
2013-01-02,5.3,2.5,4.2,15287.44,23.2
2013-01-03,9.2,3.9,6.8,0.00,30.1
2013-01-04,9.0,5.2,7.1,0.00,27.9
2013-01-05,8.1,5.3,6.8,298.44,21.1
2013-01-06,6.6,5.3,6.0,0.00,18.0
2013-01-07,6.4,2.5,3.6,0.00,10.9
2013-01-08,6.1,2.7,5.2,0.00,13.7
2013-01-09,6.6,5.6,6.1,0.00,20.3
2013-01-10,5.6,-1.7,2.6,0.00,24.9
2013-01-11,-0.1,-2.9,-1.7,18363.56,16.1
2013-01-12,0.3,-3.8,-2.4,14878.07,16.8
2013-01-13,-2.2,-5.3,-3.6,21108.45,11.3
2013-01-14,-2.7,-5.4,-3.9,7141.29,17.7
2013-01-15,-2.1,-5.1,-3.4,0.00,10.8
2013-01-16,-3.5,-5.0,-4.0,3306.85,12.7
2013-01-17,-1.0,-3.5,-2.2,0.00,17.7
2013-01-18,-2.1,-4.2,-3.1,416.56,16.3
2013-01-19,-4.3,-6.4,-5.3,0.00,16.6
2013-01-20,-2.9,-7.0,-5.4,22185.89,16.6
2013-01-21,-4.7,-7.4,-5.4,0.00,19.5
2013-01-22,-6.9,-8.8,-8.0,1226.09,14.0
2013-01-23,-5.6,-7.7,-6.6,567.79,4.1
2013-01-24,-4.1,-9.9,-6.1,1093.05,9.2
2013-01-25,-5.0,-12.1,-8.7,6009.38,11.3
2013-01-26,-5.6,-12.8,-8.9,26193.79,15.7
2013-01-27,0.9,-6.1,-1.8,0.00,17.0
2013-01-28,3.5,-0.7,1.3,24314.87,15.3
2013-01-29,7.3,1.4,4.4,13640.87,22.9
2013-01-30,11.0,5.7,8.5,1049.92,30.6
2013-01-31,7.2,4.6,5.5,16970.13,36.8
2013-02-01,6.0,2.4,4.3,4438.27,30.4
2013-02-02,2.5,-1.2,1.1,7487.34,21.3
2013-02-03,2.7,-3.0,-0.0,11825.03,21.6
2013-02-04,5.8,0.7,2.8,576.07,24.9
2013-02-05,4.7,-0.0,2.2,10741.95,26.1
2013-02-06,3.4,-3.3,0.0,27783.06,14.7
2013-02-07,2.3,-3.3,0.1,23593.95,12.4
2013-02-08,1.4,-4.8,-1.5,24463.88,10.7
2013-02-09,1.0,-5.4,-2.3,10230.32,10.4
2013-02-10,0.4,-4.7,-2.5,25389.77,10.1
2013-02-11,1.3,-4.7,-1.7,14413.63,21.9
2013-02-12,1.6,-4.2,-1.5,21588.46,15.1
2013-02-13,1.9,-2.9,-1.0,23690.10,12.5
2013-02-14,1.1,-3.3,-1.1,1409.59,12.7
2013-02-15,3.1,-2.2,0.2,13557.97,10.9
2013-02-16,3.7,-0.7,0.9,9320.96,5.6
2013-02-17,3.5,-1.8,0.5,17115.31,8.3
2013-02-18,2.5,-1.0,0.5,3719.57,14.9
2013-02-19,1.7,-1.6,0.3,17494.91,22.6
2013-02-20,-0.2,-4.2,-1.7,23410.41,22.0
2013-02-21,-1.4,-6.0,-4.1,19818.92,16.3
2013-02-22,-2.0,-5.4,-3.6,14802.29,20.2
2013-02-23,-0.5,-4.4,-2.5,532.94,23.2
2013-02-24,1.7,-1.0,0.6,0.00,17.7
2013-02-25,2.8,0.4,1.4,0.00,16.6
2013-02-26,2.8,0.4,1.4,352.42,12.7
2013-02-27,3.6,0.2,1.5,0.00,10.1
2013-02-28,4.8,-0.2,1.9,14529.29,14.9
2013-03-01,5.7,-1.3,2.4,21406.36,17.1
2013-03-02,6.0,-3.5,0.9,33510.52,19.4
2013-03-03,5.5,-1.6,2.4,26130.30,22.8
2013-03-04,7.2,-1.9,1.8,35315.53,11.6
2013-03-05,10.2,-1.4,3.1,35582.20,14.0
2013-03-06,11.5,-3.0,3.3,35858.51,11.2
2013-03-07,9.2,0.3,4.7,25193.20,21.5
2013-03-08,4.4,0.3,1.7,2537.32,23.4
2013-03-09,2.6,-0.8,0.6,1713.14,18.8
2013-03-10,-0.5,-4.9,-2.4,0.00,20.8
2013-03-11,-3.5,-7.9,-5.3,2966.85,16.8
2013-03-12,-1.7,-9.4,-5.7,16425.40,11.5
2013-03-13,-1.3,-10.7,-6.4,37023.91,9.7
2013-03-14,0.6,-9.4,-4.5,37789.07,10.1
2013-03-15,0.4,-10.0,-5.1,37830.08,12.0
2013-03-16,2.3,-8.5,-3.4,38373.68,19.2
2013-03-17,2.2,-4.5,-1.3,37051.20,24.7
2013-03-18,2.9,-1.9,0.1,436.84,24.3
2013-03-19,-0.0,-3.7,-1.4,0.00,16.8
2013-03-20,1.1,-4.0,-1.4,9057.35,12.5
2013-03-21,0.9,-6.0,-1.6,746.84,11.9
2013-03-22,-0.4,-10.4,-4.7,15571.45,17.4
2013-03-23,-4.8,-11.3,-7.9,40519.85,19.8
2013-03-24,-1.5,-17.1,-8.0,40900.16,18.3
2013-03-25,-0.6,-7.6,-4.0,39011.80,26.3
2013-03-26,0.6,-8.8,-4.1,41283.13,18.9
2013-03-27,1.4,-10.7,-3.8,34110.36,19.3
2013-03-28,1.7,-3.3,-0.8,17440.97,18.9
2013-03-29,2.2,-4.2,-0.8,2432.06,12.3
2013-03-30,1.4,-6.3,-1.8,13757.95,10.2
2013-03-31,1.9,-6.8,-1.6,16331.97,14.8
2013-04-01,2.4,-6.5,-0.9,32481.99,15.6
2013-04-02,2.0,-11.2,-3.1,21480.74,13.4
2013-04-03,3.0,-5.3,-0.7,23442.03,19.3
2013-04-04,3.7,-3.6,0.4,14988.66,13.1
2013-04-05,4.8,-0.3,1.8,118.50,13.7
2013-04-06,5.0,-1.7,1.6,3136.57,10.8
2013-04-07,7.9,-5.1,1.9,41209.88,11.6
2013-04-08,8.2,-2.1,3.0,35450.30,20.5
2013-04-09,9.2,0.6,4.4,28631.52,22.5
2013-04-10,10.1,0.9,5.6,18297.53,16.3
2013-04-11,11.8,2.9,7.5,9637.65,17.9
2013-04-12,11.7,4.9,8.2,14391.13,20.2
2013-04-13,12.0,5.2,9.0,43513.13,26.2
2013-04-14,16.5,0.8,9.8,32728.85,13.4
2013-04-15,20.6,7.5,14.1,44079.77,18.2
2013-04-16,19.1,8.2,13.9,43721.77,10.9
2013-04-17,18.2,9.2,14.2,30077.45,10.5
2013-04-18,23.1,10.8,16.2,42850.46,21.7
2013-04-19,15.1,7.0,11.3,37009.84,18.0
2013-04-20,9.9,5.0,7.5,40055.11,13.4
2013-04-21,14.8,4.1,9.7,47334.89,17.3
2013-04-22,18.2,7.5,12.2,44934.66,15.3
2013-04-23,15.6,5.5,11.2,30412.41,22.0
2013-04-24,17.5,7.8,12.7,43528.84,13.5
2013-04-25,17.8,10.5,14.2,27665.48,12.5
2013-04-26,22.6,11.3,16.9,44990.58,15.7
2013-04-27,10.4,5.7,7.6,0.00,19.5
2013-04-28,12.5,5.6,8.8,38319.38,11.1
2013-04-29,14.4,6.6,10.4,35104.88,21.7
2013-04-30,14.7,4.2,10.1,29179.11,8.7
2013-05-01,15.0,7.3,11.3,27538.12,12.4
2013-05-02,15.4,7.6,11.7,20197.54,18.2
2013-05-03,16.1,7.2,11.6,42599.37,16.4
2013-05-04,18.4,4.7,12.1,50091.90,10.9
2013-05-05,19.3,7.1,14.0,43648.55,9.4
2013-05-06,21.2,8.2,15.5,50298.13,15.2
2013-05-07,22.1,12.2,17.1,35856.28,14.3
2013-05-08,22.1,14.3,17.7,47675.54,11.7
2013-05-09,21.6,12.3,17.1,44265.34,14.9
2013-05-10,17.7,10.8,14.7,685.02,14.4
2013-05-11,17.8,8.1,13.6,46562.08,10.5
2013-05-12,17.1,7.8,12.2,43200.00,19.5
2013-05-13,14.9,6.0,11.2,34160.91,20.4
2013-05-14,15.7,9.6,13.0,37574.82,19.0
2013-05-15,22.8,9.9,16.9,50400.00,21.1
2013-05-16,24.7,13.3,19.5,45859.91,22.2
2013-05-17,25.0,16.6,20.9,46685.26,20.6
2013-05-18,20.3,11.1,15.3,21643.75,22.7
2013-05-19,21.2,9.1,15.3,50511.91,17.0
2013-05-20,18.0,11.4,14.9,45688.79,20.0
2013-05-21,16.6,9.7,13.4,29049.87,17.4
2013-05-22,14.4,7.8,10.3,26555.60,24.5
2013-05-23,12.3,5.7,9.4,18932.63,20.3
2013-05-24,14.4,7.8,11.3,37656.50,11.9
2013-05-25,11.4,8.7,9.7,0.00,22.2
2013-05-26,12.3,9.1,10.7,0.00,14.8
2013-05-27,15.0,8.5,11.7,16877.86,13.7
2013-05-28,15.9,9.2,12.3,18094.88,17.4
2013-05-29,20.2,8.3,14.1,34399.21,11.7
2013-05-30,20.3,10.1,15.3,33244.65,21.9
2013-05-31,21.1,14.1,16.4,16100.65,23.5
2013-06-01,20.2,13.5,16.1,15779.50,22.7
2013-06-02,14.7,12.2,13.1,0.00,26.4
2013-06-03,16.8,10.1,13.2,35335.81,23.1
2013-06-04,18.5,10.1,13.8,43363.17,18.4
2013-06-05,19.6,6.0,13.9,54516.35,13.8
2013-06-06,20.8,7.6,15.3,54429.27,12.2
2013-06-07,23.1,9.9,17.5,53549.31,11.3
2013-06-08,23.2,11.5,18.3,53567.26,10.9
2013-06-09,22.5,12.0,17.7,49714.37,11.8
2013-06-10,20.2,12.2,16.3,52481.31,14.4
2013-06-11,19.9,9.7,16.2,54900.82,9.7
2013-06-12,22.3,10.5,17.7,53464.89,12.6
2013-06-13,24.9,15.7,20.8,49269.62,18.3
2013-06-14,19.6,12.8,16.8,42576.48,24.2
2013-06-15,23.1,10.7,17.9,46215.95,20.9
2013-06-16,21.3,12.8,17.2,50877.34,23.1
2013-06-17,24.3,13.4,19.1,48621.36,12.0
2013-06-18,27.2,15.5,21.5,47905.78,14.5
2013-06-19,31.5,17.1,25.2,53462.34,15.1
2013-06-20,30.7,22.1,25.9,48747.05,13.4
2013-06-21,25.0,18.4,21.9,47274.41,22.9
2013-06-22,23.2,16.1,20.0,54117.04,14.3
2013-06-23,21.9,15.7,19.0,55108.73,18.2
2013-06-24,19.9,14.4,17.3,32762.96,11.3
2013-06-25,15.4,12.0,13.5,0.00,20.9
2013-06-26,15.5,11.2,13.2,7217.34,26.7
2013-06-27,17.8,11.0,14.3,52662.34,14.5
2013-06-28,19.1,9.2,14.7,51629.83,12.7
2013-06-29,18.4,11.6,14.9,30191.51,21.8
2013-06-30,15.7,10.1,13.3,29184.45,20.5
2013-07-01,23.6,12.3,17.5,45780.68,17.3
2013-07-02,21.0,14.3,17.7,49843.69,13.1
2013-07-03,27.5,14.4,20.3,40793.79,18.3
2013-07-04,23.1,15.4,19.4,52268.79,13.0
2013-07-05,23.8,15.6,19.9,52032.37,11.8
2013-07-06,22.6,14.7,18.6,53973.00,10.8
2013-07-07,23.8,11.1,18.5,54318.77,9.8
2013-07-08,25.6,12.3,19.9,54141.37,8.4
2013-07-09,25.7,14.4,20.6,53843.93,9.7
2013-07-10,21.0,14.0,17.9,51711.20,21.0
2013-07-11,21.2,14.8,17.7,41397.14,19.3
2013-07-12,21.1,15.7,17.8,38268.94,15.8
2013-07-13,23.1,13.4,18.7,49030.60,16.9
2013-07-14,20.2,14.5,17.3,18020.00,19.4
2013-07-15,19.9,14.8,17.1,21062.50,18.3
2013-07-16,24.2,11.4,19.0,50628.65,12.8
2013-07-17,25.5,15.4,21.0,43227.88,11.1
2013-07-18,25.8,14.8,21.2,52818.32,11.3
2013-07-19,25.9,14.9,20.8,50452.61,19.1
2013-07-20,24.6,17.0,20.7,52050.47,12.9
2013-07-21,27.5,14.8,22.0,52623.54,7.6
2013-07-22,29.4,17.9,24.1,52413.54,9.4
2013-07-23,27.8,16.4,22.2,52379.28,15.4
2013-07-24,28.3,14.1,22.1,48605.39,12.8
2013-07-25,28.1,18.7,23.1,39376.00,7.4
2013-07-26,29.4,18.2,24.9,45661.80,7.8
2013-07-27,32.6,20.4,26.7,43744.32,11.2
2013-07-28,33.7,22.0,27.6,45215.98,14.8
2013-07-29,24.1,19.3,21.8,12413.98,17.1
2013-07-30,23.7,16.6,20.2,46752.02,20.5
2013-07-31,23.7,16.1,20.5,44039.29,26.6
2013-08-01,27.5,18.0,22.4,34708.61,11.7
2013-08-02,31.9,16.8,25.3,50542.91,12.5
2013-08-03,32.1,20.7,26.2,47233.07,14.5
2013-08-04,25.3,19.3,22.1,34363.34,12.0
2013-08-05,26.3,17.6,21.9,49155.67,11.1
2013-08-06,30.9,19.2,23.7,43250.45,11.2
2013-08-07,25.7,18.2,21.7,13207.62,10.8
2013-08-08,24.7,18.2,21.8,38388.56,18.0
2013-08-09,21.2,15.6,18.3,27366.63,11.0
2013-08-10,23.8,13.4,18.9,48910.00,12.2
2013-08-11,19.7,15.0,17.0,46881.61,18.8
2013-08-12,21.2,14.1,17.7,37423.42,14.8
2013-08-13,19.7,13.5,16.6,47228.74,24.1
2013-08-14,19.1,12.4,15.8,48223.74,21.3
2013-08-15,21.2,10.0,16.5,38062.77,9.5
2013-08-16,25.6,16.4,20.5,42869.86,12.9
2013-08-17,26.4,14.7,20.8,47832.15,11.8
2013-08-18,27.3,16.0,21.0,26193.80,19.7
2013-08-19,22.1,16.3,19.1,12296.19,11.2
2013-08-20,20.1,14.6,17.1,31391.63,17.9
2013-08-21,20.9,12.6,17.4,32895.82,5.9
2013-08-22,22.9,14.4,18.7,41341.43,9.2
2013-08-23,22.8,13.8,18.5,42086.44,14.4
2013-08-24,23.4,13.2,18.6,44217.91,17.0
2013-08-25,23.8,14.4,19.3,44446.91,21.0
2013-08-26,22.3,13.8,18.1,45344.95,20.2
2013-08-27,21.3,15.2,18.0,33197.01,18.7
2013-08-28,23.2,12.6,18.2,44039.91,10.4
2013-08-29,23.7,12.7,18.3,40581.49,10.5
2013-08-30,24.4,14.1,19.4,39074.21,14.8
2013-08-31,23.4,15.5,18.6,29788.16,18.4
2013-09-01,17.7,12.3,15.1,41015.50,20.0
2013-09-02,16.1,13.7,14.9,3600.00,30.7
2013-09-03,18.3,15.8,16.8,0.00,23.0
2013-09-04,19.6,16.0,17.6,7917.11,9.2
2013-09-05,22.8,14.5,18.3,41154.19,15.8
2013-09-06,24.7,14.3,19.2,43200.00,18.7
2013-09-07,25.4,13.7,19.4,43168.27,16.8
2013-09-08,23.6,14.1,18.9,29835.02,20.0
2013-09-09,16.7,11.8,14.0,2745.25,22.8
2013-09-10,18.2,10.5,13.6,24386.15,16.2
2013-09-11,14.4,8.9,11.9,21052.49,18.4
2013-09-12,16.4,8.7,12.5,29429.49,8.7
2013-09-13,18.6,8.9,14.1,40988.57,15.1
2013-09-14,20.6,11.0,15.6,40825.13,12.0
2013-09-15,17.6,13.9,15.5,22788.19,16.2
2013-09-16,15.3,11.6,13.7,6662.74,19.0
2013-09-17,15.1,8.3,11.7,36560.45,17.3
2013-09-18,12.1,7.9,10.0,11035.71,14.8
2013-09-19,14.8,7.9,11.0,23041.60,19.0
2013-09-20,14.7,9.3,11.8,4365.99,9.9
2013-09-21,17.3,10.9,13.7,33421.83,11.6
2013-09-22,17.8,11.2,14.7,13971.94,21.3
2013-09-23,18.5,14.8,16.3,10556.80,25.3
2013-09-24,15.8,11.0,14.4,4255.42,17.7
2013-09-25,12.6,6.8,9.9,1101.94,15.1
2013-09-26,12.8,6.2,9.8,10355.90,17.7
2013-09-27,14.2,4.8,9.5,36183.51,14.8
2013-09-28,13.7,5.8,9.4,25012.63,11.4
2013-09-29,14.1,5.1,9.2,36966.38,19.4
2013-09-30,12.9,5.8,9.2,36526.73,22.8
2013-10-01,12.3,5.3,9.0,36014.92,16.3
2013-10-02,11.6,2.2,7.0,36210.06,15.3
2013-10-03,11.5,3.4,7.2,36289.64,21.6
2013-10-04,14.2,4.1,8.7,36273.99,21.4
2013-10-05,13.2,6.5,9.6,21808.55,15.4
2013-10-06,14.7,8.9,11.8,0.00,6.6
2013-10-07,16.0,9.7,12.8,10200.04,6.7
2013-10-08,16.1,11.1,13.2,21934.64,7.7
2013-10-09,14.9,11.0,12.8,6502.19,14.4
2013-10-10,12.5,9.5,11.3,0.00,13.5
2013-10-11,16.8,9.8,13.3,19467.81,23.9
2013-10-12,15.9,11.5,13.4,0.00,23.4
2013-10-13,12.0,5.2,8.6,34734.75,14.3
2013-10-14,15.5,3.8,9.3,31501.83,14.3
2013-10-15,12.4,6.4,9.2,2174.76,14.2
2013-10-16,12.1,4.4,8.3,18296.43,12.5
2013-10-17,15.1,8.3,11.3,22408.67,33.0
2013-10-18,11.6,4.6,9.5,28971.98,28.9
2013-10-19,12.3,2.5,7.7,31560.79,16.3
2013-10-20,18.8,11.5,14.8,20625.93,16.6
2013-10-21,17.0,12.2,14.1,28800.00,18.5
2013-10-22,20.3,10.5,14.8,31873.85,16.8
2013-10-23,20.9,13.7,16.6,28698.75,19.6
2013-10-24,16.1,9.0,13.5,29535.76,17.1
2013-10-25,15.0,5.8,11.2,3160.58,13.8
2013-10-26,18.7,13.3,15.4,22248.53,17.2
2013-10-27,18.7,12.3,15.6,25200.00,27.1
2013-10-28,18.5,12.0,14.8,9776.11,33.9
2013-10-29,14.0,9.6,12.2,29164.75,24.4
2013-10-30,11.6,7.0,9.4,29283.20,21.9
2013-10-31,11.3,3.1,6.9,29837.35,13.6
2013-11-01,11.4,5.6,8.5,7884.90,15.1
2013-11-02,12.2,7.1,9.9,0.00,19.6
2013-11-03,11.1,7.7,9.9,649.91,21.8
2013-11-04,11.5,6.8,9.0,2898.43,28.5
2013-11-05,9.9,5.2,7.3,27299.65,22.9
2013-11-06,9.4,4.7,6.8,15645.56,28.9
2013-11-07,13.5,7.0,10.7,1453.76,27.7
2013-11-08,11.6,7.4,9.3,18000.00,13.2
2013-11-09,11.6,5.8,9.2,21291.02,26.1
2013-11-10,8.0,4.3,6.5,9439.32,19.8
2013-11-11,7.6,1.9,5.2,4510.76,13.4
2013-11-12,6.8,0.4,4.0,17419.32,14.2
2013-11-13,9.1,3.0,6.5,11834.62,17.1
2013-11-14,6.6,0.7,3.4,17073.44,9.8
2013-11-15,5.1,2.3,4.1,1550.64,7.6
2013-11-16,4.9,1.7,3.1,3288.45,14.9
2013-11-17,7.0,3.0,5.1,0.00,11.3
2013-11-18,7.1,4.2,5.7,1345.94,14.5
2013-11-19,7.6,4.0,5.8,20309.89,12.1
2013-11-20,5.7,3.1,4.4,0.00,14.6
2013-11-21,3.6,-0.8,2.3,3104.67,15.1
2013-11-22,5.6,3.1,4.5,0.00,16.8
2013-11-23,6.9,3.7,5.9,0.00,14.9
2013-11-24,5.5,0.1,2.8,5078.28,22.3
2013-11-25,3.1,-1.1,0.4,24218.11,18.3
2013-11-26,2.3,-3.6,-0.7,23159.52,13.9
2013-11-27,2.9,-4.3,-0.1,9856.76,20.2
2013-11-28,6.7,3.2,5.3,10989.29,22.4
2013-11-29,5.9,2.4,4.3,938.33,25.5
2013-11-30,5.1,3.5,4.1,256.44,20.1
2013-12-01,7.2,3.2,5.3,52.46,23.6
2013-12-02,5.1,-1.3,1.6,22778.12,12.5
2013-12-03,2.7,-2.3,-0.5,19663.57,10.6
2013-12-04,4.2,-2.4,0.9,0.00,20.6
2013-12-05,3.4,0.8,2.3,4433.52,36.4
2013-12-06,2.5,0.4,1.6,13552.70,43.9
2013-12-07,1.9,-0.2,0.5,21457.85,31.7
2013-12-08,6.7,-0.3,2.8,0.00,28.4
2013-12-09,8.4,6.9,7.8,0.00,27.8
2013-12-10,8.2,7.2,7.8,0.00,8.4
2013-12-11,6.9,4.7,6.0,0.00,11.3
2013-12-12,4.7,3.0,4.0,0.00,12.4
2013-12-13,4.3,0.0,1.9,21666.48,11.4
2013-12-14,3.6,-2.5,0.7,20795.98,14.1
2013-12-15,5.4,2.5,4.2,0.00,18.6
2013-12-16,8.2,2.2,4.6,21680.18,16.8
2013-12-17,8.0,2.2,4.3,21655.20,15.6
2013-12-18,5.8,0.2,2.7,681.08,13.0
2013-12-19,7.9,2.2,4.7,502.21,19.4
2013-12-20,6.1,0.4,3.7,0.00,18.2
2013-12-21,5.7,1.6,3.7,14880.68,21.9
2013-12-22,9.7,4.0,7.9,0.00,24.2
2013-12-23,8.8,5.1,6.6,19554.50,23.0
2013-12-24,10.8,6.7,9.0,5468.06,27.1
2013-12-25,9.3,6.4,7.9,0.00,22.6
2013-12-26,6.9,4.3,5.5,8440.29,12.7
2013-12-27,6.5,5.1,5.8,14439.67,23.6
2013-12-28,10.6,6.5,8.2,2603.77,23.3
2013-12-29,7.2,4.0,5.8,11856.23,19.1
2013-12-30,4.6,0.6,2.6,21963.15,17.9
2013-12-31,3.4,-0.4,0.7,18750.95,14.1
2014-01-01,3.2,-0.3,1.1,16281.70,14.6
2014-01-02,6.3,0.2,3.1,996.18,18.4
2014-01-03,7.9,2.3,5.6,21495.73,18.2
2014-01-04,8.0,4.7,6.3,15920.78,18.4
2014-01-05,7.2,2.1,5.2,761.22,16.8
2014-01-06,7.4,0.8,4.2,9701.88,19.6
2014-01-07,9.9,6.7,8.1,22851.78,22.4
2014-01-08,9.8,5.3,7.8,9816.72,28.8
2014-01-09,11.4,4.7,8.1,8428.19,30.1
2014-01-10,7.3,4.9,6.0,11969.88,30.1
2014-01-11,6.3,3.6,4.9,21231.08,29.3
2014-01-12,5.5,3.1,3.9,21699.49,30.0
2014-01-13,4.0,-1.2,2.2,14821.70,16.1
2014-01-14,5.8,1.5,3.8,2342.93,8.0
2014-01-15,4.2,2.9,3.3,2294.74,10.8
2014-01-16,3.4,1.4,2.6,0.00,16.8
2014-01-17,8.1,1.7,5.1,20658.82,13.0
2014-01-18,5.6,-0.4,2.5,20611.30,20.8
2014-01-19,4.2,-0.8,1.8,0.00,22.6
2014-01-20,0.1,-2.8,-1.0,0.00,19.2
2014-01-21,-2.3,-3.9,-2.9,0.00,11.5
2014-01-22,-3.7,-4.8,-4.2,352.00,14.8
2014-01-23,-3.7,-6.7,-5.1,22666.17,18.1
2014-01-24,-5.0,-9.5,-6.5,21312.60,21.5
2014-01-25,-7.9,-12.1,-10.3,25625.09,15.5
2014-01-26,-7.1,-12.9,-10.2,26299.25,18.0
2014-01-27,0.2,-7.5,-2.4,0.00,19.6
2014-01-28,-0.2,-5.2,-3.0,22782.44,16.2
2014-01-29,-5.1,-7.2,-6.2,8684.14,20.2
2014-01-30,-1.7,-7.6,-5.1,26257.79,18.9
2014-01-31,1.5,-6.8,-2.0,3661.47,18.7
2014-02-01,3.4,-7.0,-1.0,24108.87,16.6
2014-02-02,3.8,-0.9,1.1,1425.38,9.2
2014-02-03,3.3,-0.8,0.8,4731.53,16.1
2014-02-04,5.7,-1.6,0.8,28196.81,15.0
2014-02-05,4.7,-2.2,0.3,28236.80,15.4
2014-02-06,8.8,0.8,3.7,26633.70,15.0
2014-02-07,11.4,2.4,6.7,9134.42,28.0
2014-02-08,8.5,1.5,5.4,21037.70,19.5
2014-02-09,8.0,2.1,4.9,28375.39,18.1
2014-02-10,8.0,-1.5,2.9,29959.75,18.4
2014-02-11,6.8,1.4,3.7,19015.80,21.5
2014-02-12,7.4,-0.1,2.8,30287.84,17.7
2014-02-13,9.2,1.1,4.8,21318.08,20.7
2014-02-14,7.3,2.2,4.2,20732.66,24.2
2014-02-15,11.9,3.5,8.1,3436.56,24.0
2014-02-16,9.6,4.2,7.2,31493.39,26.0
2014-02-17,9.3,0.8,4.7,28448.60,14.4
2014-02-18,9.9,-1.1,4.1,25522.13,12.1
2014-02-19,8.5,1.6,4.8,12654.04,19.0
2014-02-20,10.4,2.0,5.8,31982.82,16.2
2014-02-21,10.2,4.1,6.5,7629.32,15.9
2014-02-22,9.7,0.3,4.5,32713.29,16.8
