latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,3600,Europe/Berlin,CET

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunshine_duration (s),wind_speed_10m_max (km/h)
2003-04-01,13.6,-1.0,7.1,38701.41,18.6
2003-04-02,9.4,4.4,7.3,30064.99,19.8
2003-04-03,8.6,2.3,5.2,36015.36,19.8
2003-04-04,9.4,-1.4,4.8,40444.91,22.8
2003-04-05,9.1,0.5,5.5,40970.58,31.0
2003-04-06,4.3,-1.3,1.3,42996.52,25.6
2003-04-07,4.1,-2.5,0.4,43518.20,23.1
2003-04-08,3.7,-3.6,-0.3,43504.43,14.6
2003-04-09,3.1,-3.6,-0.6,18000.00,19.2
2003-04-10,5.0,-3.3,1.0,31062.11,9.8
2003-04-11,7.7,-2.5,3.0,43306.33,13.0
2003-04-12,10.5,-1.7,4.6,36000.00,10.4
2003-04-13,13.4,-1.8,6.4,44633.00,11.0
2003-04-14,15.5,1.7,9.0,45012.15,18.5
2003-04-15,17.4,4.6,11.1,44832.20,16.7
2003-04-16,17.0,5.8,11.6,45428.50,17.6
2003-04-17,17.8,3.0,10.8,45846.84,19.2
2003-04-18,8.0,2.7,5.7,9518.30,24.5
2003-04-19,13.9,4.2,9.1,34568.96,26.7
2003-04-20,18.5,7.3,12.7,46714.65,26.6
2003-04-21,19.2,7.5,13.3,47117.45,19.8
2003-04-22,19.5,5.5,12.8,47575.82,13.4
2003-04-23,17.7,3.8,11.2,47796.61,16.6
2003-04-24,17.5,4.2,11.9,44117.13,13.7
2003-04-25,19.0,8.3,13.8,42768.26,14.8
2003-04-26,21.9,10.2,16.5,33330.97,20.8
2003-04-27,16.6,10.6,13.7,44100.82,25.1
2003-04-28,16.7,8.6,13.2,36586.80,17.9
2003-04-29,20.8,12.4,15.7,31854.16,23.2
2003-04-30,21.8,7.8,15.6,24063.81,26.4
2003-05-01,17.2,11.5,14.2,49494.06,31.2
2003-05-02,19.8,7.6,14.4,38679.55,16.2
2003-05-03,15.7,11.5,14.3,47091.81,33.0
2003-05-04,20.5,7.1,14.6,50027.01,15.4
2003-05-05,27.0,11.4,19.3,50129.87,17.8
2003-05-06,23.0,12.6,18.3,49580.44,19.4
2003-05-07,18.4,9.6,14.1,46800.00,9.8
2003-05-08,25.1,8.0,17.1,48451.80,13.0
2003-05-09,16.7,10.9,14.2,25208.33,16.5
2003-05-10,17.7,11.7,14.3,25649.70,8.9
2003-05-11,20.4,10.9,16.0,45587.38,11.4
2003-05-12,21.4,12.1,16.1,33945.13,12.1
2003-05-13,16.7,10.0,13.4,31455.03,21.4
2003-05-14,14.8,5.6,10.8,49198.99,16.7
2003-05-15,14.6,6.0,10.4,50237.54,14.5
2003-05-16,14.9,4.3,10.3,50480.54,7.8
2003-05-17,20.6,6.3,13.9,32400.00,19.3
2003-05-18,19.1,10.1,14.6,45984.89,17.3
2003-05-19,19.1,11.6,15.1,25221.95,16.9
2003-05-20,17.3,10.8,14.1,39078.46,24.1
2003-05-21,16.8,8.5,13.0,46538.63,19.3
2003-05-22,17.7,8.8,13.8,25421.85,13.8
2003-05-23,20.0,12.6,16.0,17060.84,20.7
2003-05-24,27.6,11.5,20.2,50418.30,20.3
2003-05-25,26.2,15.3,21.0,51504.30,18.4
2003-05-26,21.0,14.3,17.5,49778.07,14.5
2003-05-27,21.5,11.9,16.7,49733.80,14.0
2003-05-28,22.3,11.6,16.9,51334.50,16.8
2003-05-29,24.3,10.9,18.0,52893.23,12.0
2003-05-30,26.4,11.1,19.7,53512.54,9.8
2003-05-31,27.4,13.0,20.7,50990.97,11.4
2003-06-01,25.8,12.5,20.1,53455.56,12.7
2003-06-02,28.4,13.3,22.2,52626.24,14.9
2003-06-03,28.4,18.3,24.1,52500.58,16.5
2003-06-04,30.8,19.0,25.5,53524.40,15.1
2003-06-05,30.4,20.1,25.0,47799.52,14.2
2003-06-06,24.3,16.7,20.3,47833.79,13.8
2003-06-07,27.8,14.5,22.2,53626.19,9.7
2003-06-08,31.6,16.2,24.9,51518.56,19.0
2003-06-09,23.2,16.0,19.8,52501.16,24.7
2003-06-10,27.2,13.3,20.9,47358.73,10.2
2003-06-11,26.1,18.2,22.6,44538.75,21.6
2003-06-12,25.8,15.1,21.3,47840.73,10.5
2003-06-13,23.5,16.1,20.1,52551.64,16.8
2003-06-14,22.0,12.8,18.1,53736.59,14.0
2003-06-15,22.2,13.7,18.3,44232.32,12.0
2003-06-16,21.3,13.7,18.2,41277.59,17.2
2003-06-17,24.3,13.6,19.4,54236.69,15.9
2003-06-18,20.0,15.3,18.1,24165.04,16.8
2003-06-19,22.5,14.2,18.2,29984.84,21.6
2003-06-20,18.7,13.6,16.4,50990.47,32.0
2003-06-21,18.8,12.5,15.7,51606.30,29.7
2003-06-22,20.6,11.2,16.2,35654.46,15.7
2003-06-23,32.0,14.3,22.0,43999.79,26.0
2003-06-24,23.2,15.3,19.0,47032.27,27.6
2003-06-25,19.9,13.2,16.4,17338.53,23.5
2003-06-26,21.8,14.0,17.5,36561.10,10.8
2003-06-27,22.4,12.3,18.2,54332.32,14.6
2003-06-28,25.2,11.3,19.5,54774.23,11.6
2003-06-29,26.9,14.5,21.8,51006.34,11.1
2003-06-30,25.2,15.4,20.4,47753.25,14.8
2003-07-01,21.6,15.9,19.0,31270.01,14.3
2003-07-02,23.0,15.4,18.6,49687.99,18.1
2003-07-03,22.3,14.8,18.4,51361.71,19.4
2003-07-04,20.9,15.1,17.5,38029.18,21.9
2003-07-05,19.3,13.6,16.3,10080.42,24.9
2003-07-06,20.2,14.8,17.1,3356.50,21.7
2003-07-07,20.1,14.3,17.2,9597.42,16.9
2003-07-08,21.7,13.0,17.9,45545.55,15.5
2003-07-09,21.4,14.1,17.9,46271.52,14.7
2003-07-10,20.6,14.2,17.4,31120.45,17.4
2003-07-11,25.6,11.4,19.8,50044.96,12.2
2003-07-12,21.7,15.1,18.6,49170.75,21.6
2003-07-13,20.5,13.6,17.6,35102.79,15.9
2003-07-14,24.9,12.3,19.6,53269.96,12.0
2003-07-15,26.7,14.9,21.5,46886.88,11.7
2003-07-16,29.5,17.2,24.2,52727.01,16.2
2003-07-17,29.2,19.5,23.6,34548.80,15.4
2003-07-18,24.8,17.8,21.1,43254.38,13.0
2003-07-19,27.4,16.2,22.7,52244.17,12.7
2003-07-20,30.7,17.5,24.9,52711.48,14.7
2003-07-21,31.9,20.4,25.6,43189.10,15.1
2003-07-22,26.6,18.6,22.1,50185.66,16.0
2003-07-23,26.1,16.7,21.8,51339.02,7.4
2003-07-24,28.5,17.5,22.6,48570.37,13.5
2003-07-25,25.1,17.9,20.8,33861.17,8.8
2003-07-26,24.4,17.7,21.0,19028.64,10.8
2003-07-27,32.1,18.9,24.4,36026.45,15.9
2003-07-28,24.0,17.8,20.8,26985.31,12.5
2003-07-29,24.7,14.8,20.2,50998.06,10.2
2003-07-30,25.9,15.5,21.0,50864.92,10.9
2003-07-31,25.9,14.7,21.4,50336.12,12.9
2003-08-01,29.1,17.2,23.7,49990.68,6.8
2003-08-02,30.2,19.0,25.2,49255.50,11.9
2003-08-03,30.2,18.9,25.1,50077.69,12.2
2003-08-04,29.6,19.9,24.7,50208.10,15.6
2003-08-05,28.6,16.4,23.1,50028.99,10.9
2003-08-06,27.7,16.3,22.7,49938.87,11.0
2003-08-07,29.5,15.5,23.3,49776.89,9.8
2003-08-08,31.3,16.5,24.6,49636.76,12.3
2003-08-09,32.4,18.5,25.7,49547.84,16.1
2003-08-10,29.0,19.0,24.0,49458.88,16.3
2003-08-11,28.2,16.3,22.8,49369.92,13.0
2003-08-12,32.5,17.3,25.7,49203.78,9.0
2003-08-13,33.8,20.5,27.1,48519.47,24.9
2003-08-14,23.6,18.5,21.2,45004.47,19.0
2003-08-15,22.4,15.9,19.3,42742.09,27.0
2003-08-16,23.1,14.6,18.9,45969.44,20.3
2003-08-17,25.6,12.4,19.8,48330.19,13.3
2003-08-18,32.2,18.5,23.8,44335.92,15.9
2003-08-19,25.3,19.2,21.8,37238.59,21.5
2003-08-20,23.4,15.4,19.5,46700.53,17.3
2003-08-21,25.0,14.6,20.2,40271.44,10.9
2003-08-22,26.2,15.7,21.2,43644.30,21.3
2003-08-23,23.1,17.8,20.0,23434.29,20.1
2003-08-24,21.8,14.7,18.6,14393.66,20.0
2003-08-25,24.3,14.0,19.6,45168.08,12.5
2003-08-26,24.5,11.9,18.6,36024.68,24.6
2003-08-27,19.7,14.6,17.0,24580.33,29.0
2003-08-28,20.4,12.5,16.6,27258.97,13.4
2003-08-29,22.9,12.8,16.5,17156.42,13.5
2003-08-30,19.8,14.3,16.6,37498.09,25.6
2003-08-31,18.6,11.3,14.8,43401.13,16.0
2003-09-01,17.1,10.9,13.4,38615.22,22.1
2003-09-02,16.8,9.8,13.0,43509.47,19.3
2003-09-03,15.8,7.5,12.6,11154.34,12.3
2003-09-04,19.3,11.3,15.5,23159.44,21.0
2003-09-05,21.6,13.5,17.1,42698.89,10.8
2003-09-06,23.6,12.4,17.9,43200.00,17.3
2003-09-07,23.8,13.8,18.8,39961.73,14.0
2003-09-08,25.2,14.1,19.4,40590.04,17.6
2003-09-09,22.1,14.2,17.5,39313.34,14.3
2003-09-10,18.5,13.6,15.4,24152.97,12.1
2003-09-11,16.5,11.4,14.1,22408.26,20.9
2003-09-12,18.5,9.2,14.3,8000.67,13.6
2003-09-13,17.8,11.8,14.9,25381.26,19.7
2003-09-14,19.5,12.7,16.0,12897.41,11.5
2003-09-15,21.0,11.9,16.3,39332.71,8.0
2003-09-16,22.1,11.4,16.4,37043.82,11.6
2003-09-17,20.9,11.6,16.0,32390.41,14.7
2003-09-18,26.0,11.0,18.0,41090.31,12.6
2003-09-19,27.3,11.2,19.2,40866.12,15.5
2003-09-20,28.0,12.4,20.0,40626.04,8.0
2003-09-21,26.9,13.7,19.5,40384.40,22.0
2003-09-22,28.4,11.4,20.3,40141.18,17.1
2003-09-23,20.4,11.1,15.9,21531.41,26.0
2003-09-24,15.8,8.3,11.7,37702.27,17.4
2003-09-25,17.1,7.2,11.9,37641.86,12.0
2003-09-26,19.8,9.0,14.1,38119.69,18.7
2003-09-27,17.6,10.4,14.1,28782.63,21.7
2003-09-28,17.4,7.3,12.4,36680.91,15.0
2003-09-29,16.0,10.9,13.0,29269.79,17.1
2003-09-30,14.1,9.9,11.9,18843.24,14.5
2003-10-01,17.0,9.5,13.1,36007.52,17.4
2003-10-02,16.8,10.5,13.5,16291.89,16.7
2003-10-03,17.0,6.5,11.9,15392.01,15.3
2003-10-04,14.8,8.7,12.9,20181.47,19.1
2003-10-05,12.4,6.0,8.9,5067.25,12.2
2003-10-06,12.0,5.7,8.5,32362.69,24.3
2003-10-07,10.3,6.8,8.8,17542.65,22.6
2003-10-08,12.6,6.3,8.7,8290.68,24.2
2003-10-09,12.8,6.3,9.9,35550.18,33.9
2003-10-10,14.6,10.9,12.8,0.00,26.4
2003-10-11,13.3,10.4,11.8,32925.62,27.7
2003-10-12,12.3,5.7,9.5,25242.38,20.5
2003-10-13,12.7,2.5,7.3,34278.88,12.7
2003-10-14,10.4,1.8,6.3,16276.71,9.4
2003-10-15,10.5,5.4,7.8,19425.02,10.8
2003-10-16,10.2,4.1,6.8,24950.51,11.2
2003-10-17,8.1,2.1,5.5,31358.92,12.6
2003-10-18,9.6,-1.3,3.6,33627.71,9.9
2003-10-19,8.7,-1.1,3.0,32794.69,8.0
2003-10-20,7.4,-0.2,3.5,11448.72,8.6
2003-10-21,6.1,0.5,4.0,0.00,9.9
2003-10-22,6.1,-1.7,2.2,29236.86,13.9
2003-10-23,4.7,-2.9,0.1,24250.19,14.1
2003-10-24,3.4,-3.5,-0.9,31357.51,9.8
2003-10-25,7.0,-1.6,3.4,17590.39,28.4
2003-10-26,5.6,1.2,4.4,0.00,18.8
2003-10-27,4.2,-2.7,0.1,30802.20,8.9
2003-10-28,6.9,-2.3,1.3,30617.37,11.7
2003-10-29,6.7,-1.1,3.3,17902.85,14.5
2003-10-30,6.5,3.6,5.2,0.00,10.5
2003-10-31,9.2,3.5,6.4,21328.78,18.4
2003-11-01,11.2,5.6,7.8,5818.68,19.2
2003-11-02,10.6,3.8,7.2,8162.75,16.9
2003-11-03,13.9,6.4,10.6,25119.89,23.2
2003-11-04,11.6,7.1,9.9,14796.81,28.8
2003-11-05,11.7,3.1,6.8,28465.35,11.5
2003-11-06,5.9,3.6,4.7,2208.52,15.9
2003-11-07,7.1,3.4,5.5,1716.64,22.3
2003-11-08,7.8,4.3,6.1,3265.26,23.4
2003-11-09,8.3,2.7,4.7,25375.10,19.8
2003-11-10,6.0,1.8,3.4,21633.47,19.3
2003-11-11,5.6,0.0,2.4,27663.39,18.4
2003-11-12,4.3,-1.0,1.1,27481.20,17.6
2003-11-13,4.3,-2.3,0.2,27251.72,12.4
2003-11-14,4.0,-3.6,0.1,25947.42,14.1
2003-11-15,8.6,2.0,5.0,18666.26,12.3
2003-11-16,7.7,0.8,4.2,19915.55,11.9
2003-11-17,7.7,3.9,5.5,0.00,24.7
2003-11-18,11.2,5.3,8.0,0.00,25.5
2003-11-19,12.3,11.2,11.7,0.00,29.2
2003-11-20,11.8,7.9,10.0,10016.69,21.8
2003-11-21,10.5,6.2,8.4,12658.55,13.2
2003-11-22,11.0,5.0,8.0,8676.58,13.0
2003-11-23,12.9,7.7,9.4,21496.50,15.6
2003-11-24,11.9,5.4,8.3,10564.56,14.1
2003-11-25,12.0,3.5,6.8,23771.81,8.4
2003-11-26,10.3,5.0,7.0,24066.76,13.5
2003-11-27,6.8,4.5,6.1,11360.16,9.2
2003-11-28,7.6,5.9,6.8,0.00,13.2
2003-11-29,8.1,7.2,7.6,0.00,13.3
2003-11-30,8.1,3.9,6.8,18906.44,18.0
2003-12-01,8.6,3.3,5.8,14718.07,16.9
2003-12-02,8.9,4.8,6.5,19076.13,16.0
2003-12-03,7.2,3.3,5.5,8206.72,9.5
2003-12-04,5.8,4.0,5.1,0.00,9.0
2003-12-05,6.3,3.7,4.7,0.00,27.1
2003-12-06,7.9,0.3,4.3,21681.42,36.1
2003-12-07,0.8,-3.7,-1.8,22371.18,14.0
2003-12-08,1.2,-2.8,-1.0,19761.22,13.7
2003-12-09,2.2,-3.6,-1.0,22021.53,14.7
2003-12-10,4.6,-0.6,0.9,21946.83,18.1
2003-12-11,2.5,-0.8,0.6,21779.39,17.9
2003-12-12,4.5,-0.2,1.7,12094.64,14.8
2003-12-13,10.8,0.3,6.4,0.00,29.4
2003-12-14,10.4,3.4,7.1,2055.08,31.2
2003-12-15,2.8,0.5,1.4,20228.67,31.6
2003-12-16,3.0,-1.3,1.1,21664.38,24.0
2003-12-17,4.5,-1.1,3.0,267.30,19.2
2003-12-18,4.9,-2.0,2.1,21706.11,13.8
2003-12-19,4.2,-2.1,0.8,21706.60,13.5
2003-12-20,6.8,3.2,4.9,0.00,23.6
2003-12-21,8.6,3.3,6.6,13482.99,43.0
2003-12-22,3.2,-1.7,0.8,6050.86,30.3
2003-12-23,-0.7,-5.4,-3.1,21631.25,14.8
2003-12-24,0.4,-4.2,-2.1,21663.70,19.0
2003-12-25,3.3,-0.3,1.8,3530.39,19.1
2003-12-26,4.9,2.0,3.5,0.00,19.8
2003-12-27,7.2,2.5,4.5,843.39,23.4
2003-12-28,7.0,2.2,4.5,0.00,25.2
2003-12-29,7.3,1.7,3.8,8107.38,23.9
2003-12-30,3.1,-0.6,0.7,17739.68,8.0
2003-12-31,2.1,-0.8,0.2,7683.53,10.8
2004-01-01,-0.3,-2.4,-1.6,12189.97,9.2
2004-01-02,0.1,-4.7,-2.5,22148.29,15.6
2004-01-03,-1.6,-5.8,-3.4,21660.53,9.5
2004-01-04,-3.2,-6.0,-4.5,9348.72,12.4
2004-01-05,-4.8,-8.1,-6.4,22860.24,13.1
2004-01-06,-1.7,-8.3,-5.2,6588.86,20.5
2004-01-07,4.2,-1.1,2.5,3393.20,16.2
2004-01-08,3.3,-0.4,1.2,14279.83,19.1
2004-01-09,2.5,-1.1,0.6,0.00,18.4
2004-01-10,1.7,-0.9,0.8,0.00,8.7
2004-01-11,7.6,-0.6,3.0,340.80,24.1
2004-01-12,5.8,0.5,2.8,21570.11,19.8
2004-01-13,6.0,-0.5,3.0,0.00,23.1
2004-01-14,4.6,1.2,3.9,1360.91,37.1
2004-01-15,2.7,-0.0,1.2,1368.66,16.3
2004-01-16,4.3,0.1,2.4,7047.65,23.0
2004-01-17,4.4,1.6,3.3,3406.64,20.3
2004-01-18,1.0,-2.6,-0.4,20495.57,15.7
2004-01-19,1.6,-1.7,0.3,0.00,27.0
2004-01-20,1.9,-1.6,-0.1,17922.23,21.0
2004-01-21,-0.8,-4.8,-2.4,23440.89,13.7
2004-01-22,-3.7,-6.9,-4.9,10075.39,12.5
2004-01-23,-3.5,-10.7,-7.5,25542.43,12.0
2004-01-24,-3.3,-10.9,-7.4,25705.12,16.4
2004-01-25,-3.5,-7.0,-5.5,193.65,12.7
2004-01-26,-2.4,-5.2,-4.0,1052.86,7.6
2004-01-27,-1.1,-7.4,-3.5,11627.24,6.2
2004-01-28,-0.3,-5.7,-2.9,8836.39,13.8
2004-01-29,0.3,-5.0,-2.4,14400.00,19.9
2004-01-30,1.5,-1.7,0.1,16646.80,22.8
2004-01-31,7.3,-1.3,2.4,7731.32,30.5
2004-02-01,9.0,6.0,7.6,503.15,36.8
2004-02-02,10.1,4.6,7.2,18915.06,26.0
2004-02-03,10.1,5.0,8.2,0.00,19.7
2004-02-04,13.0,10.1,11.7,7859.52,23.4
2004-02-05,13.7,11.6,12.9,0.00,28.2
2004-02-06,12.6,9.9,11.4,5241.67,25.0
2004-02-07,12.3,4.8,8.1,24202.02,32.1
2004-02-08,5.0,1.0,2.8,10809.71,22.7
2004-02-09,2.9,-1.2,0.8,27068.33,29.2
2004-02-10,3.0,-1.8,0.3,13846.27,21.6
2004-02-11,1.2,-6.8,-0.6,25770.66,17.6
2004-02-12,-1.1,-7.1,-4.1,11839.42,9.7
2004-02-13,4.2,-1.4,2.1,0.00,12.1
2004-02-14,5.2,0.6,3.2,0.00,17.1
2004-02-15,3.6,0.7,1.8,0.00,14.2
2004-02-16,5.6,-0.9,2.2,29982.51,13.3
2004-02-17,4.5,1.3,2.9,0.00,21.3
2004-02-18,5.1,-0.4,2.3,17177.11,19.5
2004-02-19,0.8,-2.2,-0.6,2765.94,19.3
2004-02-20,2.1,-4.6,-1.6,32101.04,19.6
2004-02-21,5.2,-3.2,-0.1,32390.65,19.8
2004-02-22,4.1,-2.3,0.6,32102.78,14.1
2004-02-23,3.1,-1.9,0.2,25363.88,19.4
2004-02-24,3.3,-2.8,0.3,30979.30,20.0
2004-02-25,4.0,-1.5,0.9,21581.01,18.7
2004-02-26,3.1,-4.0,-1.0,32739.43,14.5
2004-02-27,2.7,-4.7,-1.7,28973.07,8.0
2004-02-28,3.3,-4.5,-1.5,27079.32,9.4
2004-02-29,2.9,-5.1,-1.3,19745.96,16.9
2004-03-01,2.9,-1.6,0.4,17570.54,21.0
2004-03-02,5.0,0.7,3.0,0.00,20.8
2004-03-03,4.1,-3.0,2.0,29008.25,19.1
2004-03-04,2.2,-4.6,-1.5,23920.44,12.6
2004-03-05,2.3,-4.7,-1.8,35599.23,14.4
2004-03-06,3.1,-3.2,-0.5,23889.13,18.3
2004-03-07,3.2,-2.2,0.1,13684.06,16.8
2004-03-08,4.6,-2.2,0.8,32457.28,10.8
2004-03-09,3.5,-0.7,1.1,8959.53,18.1
2004-03-10,4.0,0.1,1.8,0.00,18.5
2004-03-11,6.5,0.6,3.3,11178.31,20.2
2004-03-12,9.6,-0.1,4.5,27376.46,23.5
2004-03-13,12.5,3.0,7.2,29385.85,19.0
2004-03-14,13.3,5.0,8.3,28632.28,13.6
2004-03-15,13.1,5.7,9.3,18394.11,18.7
2004-03-16,13.5,7.4,10.7,0.00,18.6
2004-03-17,18.4,8.5,12.8,38504.11,12.5
2004-03-18,16.3,4.8,10.8,36118.42,12.0
2004-03-19,14.2,9.2,11.6,21525.86,26.9
2004-03-20,12.5,6.9,9.9,13988.24,35.5
2004-03-21,12.0,6.7,9.5,39452.77,38.6
2004-03-22,10.4,4.0,6.7,32490.67,25.8
2004-03-23,9.4,-0.0,5.2,26599.29,12.4
2004-03-24,9.4,1.7,5.2,9932.18,25.0
2004-03-25,3.5,1.2,2.2,0.00,21.3
2004-03-26,5.6,-1.3,2.0,33142.85,16.3
2004-03-27,4.3,-1.2,1.4,19464.30,9.9
2004-03-28,7.1,0.7,4.0,455.14,12.6
2004-03-29,11.8,3.1,7.0,36348.18,11.5
2004-03-30,13.5,2.2,8.3,40176.54,14.1
2004-03-31,13.4,1.9,8.0,42275.91,18.4
2004-04-01,14.2,4.5,9.2,42415.69,22.7
2004-04-02,12.3,4.0,8.1,42554.55,27.5
2004-04-03,16.7,3.4,9.7,42692.38,21.2
2004-04-04,15.5,4.7,9.7,24897.76,23.4
2004-04-05,11.3,3.4,7.6,35563.30,18.6
2004-04-06,9.6,3.8,6.0,26092.18,16.3
2004-04-07,10.2,3.3,6.3,41942.67,11.7
2004-04-08,9.7,1.3,5.4,37440.91,11.3
2004-04-09,12.1,3.2,7.0,21062.05,14.8
2004-04-10,8.6,1.6,5.6,25205.27,16.3
2004-04-11,11.4,-0.5,5.5,44110.03,15.9
2004-04-12,9.0,2.8,6.0,14910.74,10.7
2004-04-13,11.1,4.7,8.2,19924.85,10.2
2004-04-14,13.8,2.0,8.5,45271.70,10.2
2004-04-15,16.8,1.7,9.8,45589.91,12.5
2004-04-16,18.0,5.3,12.0,45056.49,12.2
2004-04-17,18.1,5.5,12.2,44684.41,11.6
2004-04-18,19.0,6.8,13.1,45328.64,16.8
2004-04-19,15.6,7.1,11.1,28817.07,17.8
2004-04-20,15.6,5.3,10.7,42597.29,8.9
2004-04-21,18.8,4.8,13.2,40310.12,12.2
2004-04-22,20.2,9.2,15.0,40964.01,11.8
2004-04-23,13.2,7.7,10.4,11252.12,11.8
2004-04-24,12.9,5.9,9.1,25856.49,15.9
2004-04-25,15.6,3.5,9.8,47297.65,14.8
2004-04-26,12.5,7.4,10.2,2726.85,11.6
2004-04-27,16.0,8.4,12.1,42442.94,14.1
2004-04-28,18.1,6.9,12.7,49022.27,16.9
2004-04-29,18.9,7.5,13.4,47213.67,22.0
2004-04-30,20.9,10.3,15.6,48535.29,29.2
2004-05-01,22.2,12.1,17.1,45907.68,20.4
2004-05-02,17.6,10.4,14.5,41396.88,19.8
2004-05-03,19.2,12.1,15.1,46439.46,15.6
2004-05-04,20.7,10.7,16.1,38712.23,19.2
2004-05-05,20.2,13.0,16.4,49196.99,16.6
2004-05-06,21.3,10.2,15.7,46774.64,13.0
2004-05-07,17.2,8.6,13.2,30101.44,21.0
2004-05-08,14.4,8.5,11.2,549.93,14.7
2004-05-09,13.4,8.3,11.0,4587.00,15.1
2004-05-10,18.5,9.3,13.0,34708.20,20.5
2004-05-11,17.2,10.6,13.7,36366.35,17.2
2004-05-12,14.4,10.6,12.2,26748.12,11.9
2004-05-13,13.3,8.7,11.1,29319.93,15.4
2004-05-14,14.2,7.0,10.6,33150.23,10.1
2004-05-15,14.9,6.5,11.3,21412.68,26.5
2004-05-16,15.1,8.9,12.2,49699.95,16.6
2004-05-17,17.1,10.6,14.3,11127.59,13.8
2004-05-18,18.6,11.8,15.5,42832.66,17.8
2004-05-19,20.7,7.9,14.7,42658.46,24.0
2004-05-20,15.6,9.6,13.0,36524.55,17.5
2004-05-21,12.9,7.6,11.3,23272.15,11.8
2004-05-22,12.6,5.6,8.8,50741.68,19.8
2004-05-23,12.0,4.6,8.0,35486.86,22.7
2004-05-24,13.0,4.8,9.3,39825.30,23.1
2004-05-25,14.3,7.5,11.0,51296.98,21.9
2004-05-26,13.6,7.6,10.8,51276.50,19.1
2004-05-27,15.0,7.4,11.1,44661.20,16.1
2004-05-28,17.0,6.1,12.4,52731.70,8.5
2004-05-29,19.5,7.3,14.3,53212.88,9.9
2004-05-30,21.8,6.8,15.7,51075.82,13.8
2004-05-31,22.6,12.2,17.8,43200.00,14.8
2004-06-01,21.8,13.0,17.3,45645.59,15.3
2004-06-02,19.7,12.7,15.7,28634.49,16.4
2004-06-03,22.8,12.2,17.7,48870.87,13.7
2004-06-04,20.3,10.5,15.5,32632.83,13.4
2004-06-05,18.8,12.0,15.3,33944.34,9.3
2004-06-06,19.5,9.9,15.5,53742.65,17.3
2004-06-07,22.0,11.1,17.2,39228.00,11.1
2004-06-08,23.9,13.7,19.2,53688.37,17.9
2004-06-09,18.9,12.8,16.3,24613.36,16.2
2004-06-10,23.1,15.0,19.2,37358.05,16.1
2004-06-11,23.0,15.3,18.8,42847.08,18.7
2004-06-12,19.2,13.3,16.0,48677.08,14.8
2004-06-13,20.3,11.7,16.1,48286.47,14.5
2004-06-14,19.8,11.1,15.8,24986.55,20.9
2004-06-15,22.8,13.9,18.1,46378.63,30.5
2004-06-16,15.0,11.3,13.5,43914.26,30.3
2004-06-17,20.5,8.9,13.6,12420.38,21.1
2004-06-18,18.1,11.3,14.2,25200.00,18.1
2004-06-19,16.6,9.3,13.8,50515.49,18.6
2004-06-20,18.4,6.8,13.6,47521.15,9.6
2004-06-21,18.9,8.6,15.0,54795.05,13.0
2004-06-22,20.4,11.0,16.4,52591.46,15.2
2004-06-23,22.5,13.3,18.1,29876.11,19.0
2004-06-24,19.3,15.1,17.1,53877.55,29.4
2004-06-25,17.5,12.6,14.9,44517.64,28.0
2004-06-26,17.5,11.7,14.5,21151.10,21.6
2004-06-27,21.0,9.6,16.0,19087.05,8.1
2004-06-28,19.7,13.1,16.7,51490.63,27.8
2004-06-29,19.2,11.1,15.3,50278.29,23.5
2004-06-30,20.2,11.8,16.4,38043.43,15.9
2004-07-01,22.6,14.0,17.3,37555.01,20.9
2004-07-02,20.1,11.5,16.1,50552.23,13.7
2004-07-03,18.9,12.5,15.3,44844.89,23.6
2004-07-04,20.5,11.8,16.5,44918.91,20.4
2004-07-05,18.3,12.4,15.6,32828.69,10.7
2004-07-06,18.9,10.9,15.2,53060.28,19.1
2004-07-07,22.5,9.1,17.2,50893.74,12.9
2004-07-08,26.6,16.1,20.8,34234.79,15.4
2004-07-09,22.3,16.7,19.2,35930.67,23.4
2004-07-10,18.9,13.0,15.9,43828.98,23.1
2004-07-11,19.4,11.9,15.9,51749.18,19.5
2004-07-12,17.7,13.1,14.8,22673.18,19.7
2004-07-13,16.9,12.3,14.5,43479.61,23.1
2004-07-14,18.4,11.4,14.9,34927.46,18.8
2004-07-15,21.2,13.6,17.3,30672.68,20.3
2004-07-16,20.8,15.7,17.8,15170.75,14.8
2004-07-17,25.7,14.5,20.5,47412.54,17.9
2004-07-18,27.6,18.0,22.9,50400.00,17.6
2004-07-19,23.9,17.3,20.8,42284.92,15.2
2004-07-20,27.7,15.3,21.3,44295.71,20.9
2004-07-21,23.9,16.8,20.7,49038.33,16.9
2004-07-22,21.4,14.2,18.3,23839.02,9.6
2004-07-23,26.5,13.7,20.5,47147.41,9.2
2004-07-24,23.9,17.3,20.5,43346.12,17.4
2004-07-25,22.1,13.9,18.5,39425.32,16.2
2004-07-26,18.8,13.1,15.2,25520.42,10.4
2004-07-27,19.5,11.4,15.8,49732.21,16.3
2004-07-28,21.3,10.9,17.1,47172.61,11.6
2004-07-29,23.7,10.6,18.1,51234.04,10.8
2004-07-30,26.2,13.6,20.5,51046.02,11.7
2004-07-31,27.7,13.7,21.6,50268.14,9.9
2004-08-01,24.2,15.5,20.5,49687.45,11.4
2004-08-02,23.8,13.7,19.7,50097.36,10.4
2004-08-03,24.4,14.9,20.1,49346.36,10.2
